id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,associatedOccurrences,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
43868552,ASU,ASUHIC,,98d9b8ed-08d6-47fc-b324-2853e44d75d1,PreservedSpecimen,d8ed83a4-907d-481e-ae76-22955631ab77,ASUHIC0109080,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,ASUHIC,"No record",,,,,,"F.W. Skillman, Jr.",,1990-07-03,1990,7,3,184,,20.vi.1990,,,,,,,,,,,adult,,,,,,"United States",Colorado,"Park county",,"Horseshoe Mountain",,39.168094,-106.212001,WGS84,2000,,"Jeffrey Sneed",,"Google Earth",,,3426,,,,,"11,240'",,,jeffrey.sneed,"2023-04-27 17:19:16",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5a8a026e-d046-49ce-ba0c-8b4ab9245779,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=43868552
13118087,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,a632b968-345c-4fc3-a825-802c3a114fc3,UMNH.ent.0035086,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"J.W. Sugden",,1917-08-05,1917,8,5,217,,1917-8-5,,,,,,,,,,,adult,F,,,,pinned,"United States",Utah,"Salt Lake",,"Salt Lake City",,40.76083,-111.89028,WGS84,9066,,,,GeoLocate,,,2377,,,,,,8/Le-150,,"Gail Everett","2016-12-20 16:55:48",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:a632b968-345c-4fc3-a825-802c3a114fc3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118087
13118104,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,de9e91dc-2fc1-4374-b03a-16183ca9269f,UMNH.ent.0035095,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"J.B. Duncan",,1937-07-06,1937,7,6,187,,1937-7-6,,,U20745,,,,,,,,adult,F,,,,pinned,"United States",Utah,"Salt Lake",,"Salt Lake City",,40.76083,-111.89028,WGS84,5399,,,,GeoLocate,,,,,,,,,8/Le-150,,"Gail Everett","2016-12-20 16:55:48",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:de9e91dc-2fc1-4374-b03a-16183ca9269f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118104
13118106,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,be6558da-9ace-42db-862d-22827a7240ce,UMNH.ent.0035096,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"K.M. Pack",,1929-05-03,1929,5,3,123,,1929-5-3,,,U19367,,,,,,,,adult,F,,,,pinned,"United States",Utah,"Salt Lake",,"Salt Lake City",,40.76083,-111.89028,WGS84,5399,,,,GeoLocate,,,,,,,,,8/Le-150,,"Gail Everett","2016-12-20 16:55:48",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:be6558da-9ace-42db-862d-22827a7240ce,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118106
13118167,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,7ce4db05-15e8-4d91-a51b-2e925d57568f,UMNH.ent.0035109,UMNH.A.2011.43,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"James R.M. Pearce",,1985-07-00,1985,7,0,,,1985-7,,,,,,,,,,,adult,F,,,,pinned,"United States",Utah,"Salt Lake",,"Salt Lake City",,40.67444,-111.69028,WGS84,90,"Baker Spring",,,GeoLocate,,,,,,,,,8/Le-150,,"Gail Everett","2016-12-20 16:55:48",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:7ce4db05-15e8-4d91-a51b-2e925d57568f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118167
13118170,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,cab242f0-a5d9-406d-a8e4-049170f07e2c,UMNH.ent.0035103,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,Rowe,,1930-05-24,1930,5,24,144,,1930-5-24,,,U588,,,,,,,,adult,F,,,,pinned,"United States",Utah,Sevier,,"Monroe Canyon",,38.63,-112.12,WGS84,2812,,,,GeoLocate,,,,,,,,,8/Le-150,,"Gail Everett","2016-12-20 16:55:48",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:cab242f0-a5d9-406d-a8e4-049170f07e2c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118170
13118171,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,b06037f5-4aad-452c-bacd-9b4bf4fd68ab,UMNH.ent.0035104,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,Rowe,,1930-05-24,1930,5,24,144,,1930-5-24,,,U587,,,,,,,,adult,M,,,,pinned,"United States",Utah,Sevier,,"Monroe Canyon",,38.63,-112.12,WGS84,2812,,,,GeoLocate,,,,,,,,,8/Le-150,,"Gail Everett","2016-12-20 16:55:48",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:b06037f5-4aad-452c-bacd-9b4bf4fd68ab,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118171
13118175,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,b4cefabc-da52-478c-a491-5490120b3207,UMNH.ent.0035107,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"K.M. Pack",,1930-07-12,1930,7,12,193,,1930-7-12,,,U19368,,,,,,,,adult,F,,,,pinned,"United States",Utah,"Salt Lake",,"Salt Lake City",,40.76083,-111.89028,WGS84,9066,,,,GeoLocate,,,,,,,,,8/Le-150,,"Gail Everett","2016-12-20 16:55:48",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:b4cefabc-da52-478c-a491-5490120b3207,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118175
13118218,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,330b35a3-16b5-4def-8f8f-348b1daf3012,UMNH.ent.0035121,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"J.B. Duncan",,1937-07-24,1937,7,24,205,,1937-7-24,,,U21196,,,,,,,,adult,F,,,,pinned,"United States",Utah,Duchesne,,"Grandaddy Lakes",,40.60056,-110.80306,WGS84,878,,,,GeoLocate,,,,,,,,,8/Le-150,,"Gail Everett","2016-12-20 16:55:48",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:330b35a3-16b5-4def-8f8f-348b1daf3012,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118218
13118252,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,19d81a1d-5a61-4cdc-b4fe-b1c06f712dca,UMNH.ent.0035139,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"J.W. Sugden",,1899-09-13,1899,9,13,256,,1899-9-13,,,,,,,,,,,adult,F,,,,pinned,"United States",Utah,"Salt Lake",,"Salt Lake City",,40.746266,-111.861441,WGS84,15356,,,,GeoLocate,,,,,,,,,8/Le-150,,"Gail Everett","2016-12-20 16:55:48",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:19d81a1d-5a61-4cdc-b4fe-b1c06f712dca,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118252
13118263,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,d939a33c-03bf-4619-9c1f-80c29cc9fe33,UMNH.ent.0035146,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"Jack L. Harry",,2000-05-05,2000,5,5,126,,2000-5-5,"Ex ova, female coll. 2 Apr 2000",,,,,,"Brassica nigra",,,,adult,F,,,,pinned,"United States",Montana,Cascade,,"Fort Shaw",,47.50556,-111.80944,WGS84,3984,,,,GeoLocate,,,,,,,,,8/Le-150,,"Gail Everett","2016-12-20 16:55:48",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:d939a33c-03bf-4619-9c1f-80c29cc9fe33,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118263
13118332,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,f5586b72-560e-431e-bc54-0d70af31e8c8,UMNH.ent.0035159,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis calyce",,,,,,,,,,,,,,"P.T. Rigby",,1936-04-14,1936,4,14,105,,1936-4-14,,,U26693,,,,,,,,adult,M,,,,pinned,"United States",Utah,Cache,,Logan,,41.73556,-111.83361,WGS84,7031,,,,GeoLocate,,,,,,,,,8/Le-151,,"Gail Everett","2016-12-20 16:56:20",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:f5586b72-560e-431e-bc54-0d70af31e8c8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118332
18400131,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,1ca1891e-43bb-4a38-a872-1193b0e6e86e,UMNH.ent.0042335,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis occidentalis",631243,"Reakirt 1866",Pontia,occidentalis,,occidentalis,,,,,,,,"Jack L. Harry",,2000-05-03,2000,5,3,124,,2000-5-3,"F coll. 2 Apr 2000",,,,,,"Brassica nigra, rear same",,,,adult,M,,,,pinned,"United States",Montana,Cascade,,"Fort Shaw",,47.501333,-111.814042,WGS84,1885,,,,GeoLocate,,,,,,,,,11/WPi-10,,"Gail Everett","2016-05-05 09:48:06",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:1ca1891e-43bb-4a38-a872-1193b0e6e86e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=18400131
18400141,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,d562bfd9-5e6f-4bbd-880f-e5ddada60a73,UMNH.ent.0042338,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis occidentalis",631243,"Reakirt 1866",Pontia,occidentalis,,occidentalis,,,,,,,,"Jack L. Harry",,2000-05-03,2000,5,3,124,,2000-5-3,"F coll. 2 Apr 2000",,,,,,"Brassica nigra, rear same",,,,adult,M,,,,pinned,"United States",Montana,Cascade,,"Fort Shaw",,47.501333,-111.814042,WGS84,1885,,,,GeoLocate,,,,,,,,,11/WPi-10,,"Gail Everett","2016-05-05 09:48:06",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:d562bfd9-5e6f-4bbd-880f-e5ddada60a73,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=18400141
18400165,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,071a7e3a-4d49-432c-a154-b6ece410f060,UMNH.ent.0042341,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis occidentalis",631243,"Reakirt 1866",Pontia,occidentalis,,occidentalis,,,,,,,,"Jack L. Harry",,2000-05-03,2000,5,3,124,,2000-5-3,"F coll. 2 Apr 2000",,,,,,"Brassica nigra, rear same",,,,adult,F,,,,pinned,"United States",Montana,Cascade,,"Fort Shaw",,47.501333,-111.814042,WGS84,1885,,,,GeoLocate,,,,,,,,,11/WPi-10,,"Gail Everett","2016-05-05 09:48:06",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:071a7e3a-4d49-432c-a154-b6ece410f060,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=18400165
18400171,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,7d370c02-77ba-465c-b3ff-a437fca5bd84,UMNH.ent.0042344,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis occidentalis",631243,"Reakirt 1866",Pontia,occidentalis,,occidentalis,,,,,,,,"Jack L. Harry",,2000-05-03,2000,5,3,124,,2000-5-3,"F coll. 2 Apr 2000",,,,,,"Brassica nigra, rear same",,,,adult,F,,,,pinned,"United States",Montana,Cascade,,"Fort Shaw",,47.501333,-111.814042,WGS84,1885,,,,GeoLocate,,,,,,,,,11/WPi-10,,"Gail Everett","2016-05-05 09:48:06",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:7d370c02-77ba-465c-b3ff-a437fca5bd84,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=18400171
18400183,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,606b0d31-87c4-42ca-8750-d3195bef0484,UMNH.ent.0042353,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis nelsoni",631242,"Edwards 1883",Pontia,occidentalis,,nelsoni,,,,,,,,"Jacque Wolfe",,1996-06-17,1996,6,17,169,,1996-6-17,,,,,,,,,,,adult,F,,,,pinned,Canada,"Yukon Territory",Yukon,,"Windy Pass",,65.078981,-138.360614,WGS84,116,"mi 96 Dempster Hwy",,,GeoLocate,,,,,,,,,11/WPi-10,,"Gail Everett","2016-05-05 09:48:06",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:606b0d31-87c4-42ca-8750-d3195bef0484,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=18400183
18400187,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,07d591e8-e1d0-4784-a667-5d9fef78ad72,UMNH.ent.0042349,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis nelsoni",631242,"Edwards 1883",Pontia,occidentalis,,nelsoni,,,,,,,,"Jacque Wolfe",,1996-06-16,1996,6,16,168,,1996-6-16,,,,,,,,,,,adult,M,,,,pinned,Canada,"Yukon Territory",Yukon,,"North Fork Pass",,64.568333,-138.258333,WGS84,301,"mi 51 Dempster Hwy",,,GeoLocate,,,,,,,,,11/WPi-10,,"Gail Everett","2016-05-05 09:48:06",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:07d591e8-e1d0-4784-a667-5d9fef78ad72,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=18400187
18400202,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,ee395821-54e2-4ebb-9df8-914cce8a97df,UMNH.ent.0042351,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis nelsoni",631242,"Edwards 1883",Pontia,occidentalis,,nelsoni,,,,,,,,"Jacque Wolfe",,1996-06-22,1996,6,22,174,,1996-6-22,,,,,,,,,,,adult,M,,,,pinned,Canada,"Yukon Territory",Yukon,,"Dempster Hwy",,67.024311,-136.199768,WGS84,590,"km 463.5",,,GeoLocate,,,,,,,,,11/WPi-10,,"Gail Everett","2016-05-05 09:48:06",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:ee395821-54e2-4ebb-9df8-914cce8a97df,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=18400202
21316506,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,62f99f13-2785-4fe3-ac30-b7ba9816fdac,UMNH.ent.0053502,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"Gail Everett",,2013-07-06,2013,7,6,187,,2013-7-6,,,,,,,,,,,adult,M,,,,pinned,"United States",Utah,Davis,,"Farmington Canyon",,40.976114,-111.841699,WGS84,285,,,,GeoLocate,,,,,,,,,8/Le-150,,"Gail Everett","2016-12-20 16:55:48",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:62f99f13-2785-4fe3-ac30-b7ba9816fdac,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=21316506
40076914,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,47a671b7-d74f-411f-a4ab-6aa99d42d690,UMNH.ent.0076637,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,"G. Everett",2019,,,,,,"T.B. Graham",,2018-06-18,2018,6,18,169,,2018-6-18,,,,,,,,,,,adult,,,,,papered,"United States",Utah,Grand,,"Mt. Peale",,38.444934,-109.232512,WGS84,390,"38.444934, -109.232512",,,GeoLocate,,,,,,,,,LP-2,,"Gail Everett","2020-05-18 09:09:44",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:47a671b7-d74f-411f-a4ab-6aa99d42d690,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40076914
40076916,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,afb00459-cb31-4d56-92d0-0258ed2a982a,UMNH.ent.0076638,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,"G. Everett",2019,,,,,,"T.B. Graham",,2018-07-31,2018,7,31,212,,2018-7-31,,,,,,,,,,,adult,,,,,papered,"United States",Utah,Grand,,"Mt. Peale",,38.444934,-109.232512,WGS84,390,"38.444934, -109.232512",,,GeoLocate,,,,,,,,,LP-2,,"Gail Everett","2020-05-18 09:09:44",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:afb00459-cb31-4d56-92d0-0258ed2a982a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40076916
40076920,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,5b3609d6-6f70-4552-a92a-9088a941e26d,UMNH.ent.0076639,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,"G. Everett",2019,,,,,,"T.B. Graham",,2018-07-31,2018,7,31,212,,2018-7-31,,,,,,,"Eriogonum simplex",,,,adult,,,,,papered,"United States",Utah,Grand,,"Mt. Peale",,38.444896,-109.231814,WGS84,382,"38.444896, -109.231814",,,GeoLocate,,,,,,,,,LP-2,,"Gail Everett","2020-05-18 09:09:44",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:5b3609d6-6f70-4552-a92a-9088a941e26d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40076920
40076925,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,95a40a71-646a-4507-baf4-42885c3b55ea,UMNH.ent.0076640,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"T.B. Graham",,2018-07-30,2018,7,30,211,,2018-7-30,,,,,,,,,,,adult,,,,,papered,"United States",Utah,Grand,,"Manns Peak",,38.508832,-109.225182,WGS84,323,"38.508832, -109.225182",,,GeoLocate,,,,,,,,,LP-2,,"Gail Everett","2020-05-18 09:09:44",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:95a40a71-646a-4507-baf4-42885c3b55ea,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40076925
40076927,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,f0554e2d-50de-4bbd-b86f-29ce45490314,UMNH.ent.0076641,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"T.B. Graham",,2018-08-28,2018,8,28,240,,2018-8-28,,,,,,,,,,,adult,,,,,papered,"United States",Utah,Grand,,"Manns Peak",,38.508857,-109.225469,WGS84,135,"38.508857, -109.225469",,,GeoLocate,,,,,,,,,LP-2,,"Gail Everett","2020-05-18 09:09:44",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:f0554e2d-50de-4bbd-b86f-29ce45490314,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40076927
40076930,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,de7c642d-7ec0-49cc-97a6-c4c9a68717ac,UMNH.ent.0076642,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"T.B. Graham",,2018-07-19,2018,7,19,200,,2018-7-19,,,,,,,"Helenium hoopesii",,,,adult,,,,,papered,"United States",Utah,Grand,,"Manns Peak",,38.508382,-109.225182,WGS84,297,"38.508382, -109.225182",,,GeoLocate,,,,,,,,,LP-2,,"Gail Everett","2020-05-18 09:09:44",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:de7c642d-7ec0-49cc-97a6-c4c9a68717ac,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40076930
40076938,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,f4328738-78c3-4494-b829-f701982a2fc0,UMNH.ent.0076643,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"T.B. Graham",,2018-07-29,2018,7,29,210,,2018-7-29,,ground,,,,,,,,,adult,,,,,papered,"United States",Utah,Grand,,"Manns Peak",,38.508382,-109.225182,WGS84,297,"38.508382, -109.225182",,,GeoLocate,,,,,,,,,LP-2,,"Gail Everett","2020-05-18 09:09:44",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:f4328738-78c3-4494-b829-f701982a2fc0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40076938
40076939,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,51ed189d-d951-48f4-9f6e-4b5fae7641d9,UMNH.ent.0076644,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"T.B. Graham",,2018-07-24,2018,7,24,205,,2018-7-24,,,,,,,,,,,adult,,,,,papered,"United States",Utah,Grand,,"Beaver Basin",,38.52579,-109.22983,WGS84,309,"38.52579, -109.22983",,,GeoLocate,,,,,,,,,LP-2,,"Gail Everett","2020-05-18 09:09:44",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:51ed189d-d951-48f4-9f6e-4b5fae7641d9,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40076939
40076943,UMNH,ENT,UMNH,11991258-201f-460d-a69b-1ab112a01cf3,PreservedSpecimen,1f515499-3465-4d8b-b782-b1e796006d56,UMNH.ent.0076645,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,"Pontia occidentalis",296035,"(Reakirt, 1866)",Pontia,occidentalis,,,,,,,,,,"T.B. Graham",,2018-07-29,2018,7,29,210,,2018-7-29,,,,,,,"Chrysopsis villosa",,,,adult,,,,,papered,"United States",Utah,Grand,,"Manns Peak",,38.508382,-109.225182,WGS84,297,"38.508382, -109.225182",,,GeoLocate,,,,,,,,,LP-2,,"Gail Everett","2020-05-18 09:09:44",http://creativecommons.org/licenses/by-nc/4.0/,"Natural History Museum of Utah","not-for-profit use only, researchers are requested to let us know when they use our specimen data in publications",urn:uuid:1f515499-3465-4d8b-b782-b1e796006d56,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=40076943
