coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
13118332,https://api.idigbio.org/v2/media/d741cd8af0e75b894b82810f3b035951?size=fullsize,https://api.idigbio.org/v2/media/d741cd8af0e75b894b82810f3b035951?size=fullsize,https://api.idigbio.org/v2/media/d741cd8af0e75b894b82810f3b035951?size=thumbnail,https://api.idigbio.org/v2/media/d741cd8af0e75b894b82810f3b035951?size=webview,,"Natural History Museum of Utah","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:31760c23-50bf-4f0c-87ad-e85b66c9e601,"2016-11-27 18:41:15",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13118332,StillImage,Photograph,en
14198743,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5f334a48-4ae7-49ee-b24e-92702188167a,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14198743,StillImage,Photograph,en
14199008,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:49cfeb12-d93d-4851-8978-7453335ad29a,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14199008,StillImage,Photograph,en
14200249,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:75bf05b1-7c74-4e27-a285-006124157d45,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14200249,StillImage,Photograph,en
14200744,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a9c9c72b-aaff-49dd-a213-085955a38f40,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14200744,StillImage,Photograph,en
14201332,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:754fd092-da57-430c-aa1e-b804fe19f016,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14201332,StillImage,Photograph,en
14202274,http://deliver.odai.yale.edu/content/repository/YPM/id/36842/format/3,http://deliver.odai.yale.edu/content/repository/YPM/id/36842/format/3,https://scan-bugs.org:443/imglib/scan/misc/201502/3_1423844664_tn.jpg,https://scan-bugs.org:443/imglib/scan/misc/201502/3_1423844664_web.jpg,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:38e0c704-6474-4799-90ce-283286fef905,"2015-02-07 08:59:19",,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14202274,StillImage,Photograph,en
14202274,"https://images.collections.yale.edu/iiif/2/ypm:ab934a21-1208-44c8-8037-04171b732b5d/full/!1920,1920/0/default.jpg","https://images.collections.yale.edu/iiif/2/ypm:ab934a21-1208-44c8-8037-04171b732b5d/full/!1920,1920/0/default.jpg",,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:2ef01591-c6e0-41c2-bd62-6a3f1a5901bb,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14202274,StillImage,Photograph,en
14202274,1920/0/default.jpg,1920/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f08c7ad4-f743-4073-86fc-59603e6b4baa,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14202274,StillImage,Photograph,en
14202903,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:db72adcb-d258-454e-b384-807afde8c217,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14202903,StillImage,Photograph,en
14202951,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:6391df80-3623-4615-9fc6-19b6475710c9,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14202951,StillImage,Photograph,en
14203649,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:90dad9bb-9879-4e7f-b4b7-6488cb92526e,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14203649,StillImage,Photograph,en
14204509,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d0f708d4-7602-4313-9bd8-9b8be66549cd,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14204509,StillImage,Photograph,en
14204949,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:618ff39c-cda6-492c-ad7c-8522bd8b30b9,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14204949,StillImage,Photograph,en
14205126,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:25a62822-feca-43c7-884f-36d55ae503ec,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14205126,StillImage,Photograph,en
14206920,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:fa683de3-1418-4cbc-9928-c9b7c24b0d3f,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14206920,StillImage,Photograph,en
14207541,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d8fd542a-293f-42ba-adcb-f8cba997ff5e,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14207541,StillImage,Photograph,en
14209914,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5a6a7f55-24f8-4cac-b4df-46a9cccaed82,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14209914,StillImage,Photograph,en
14211380,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b272e445-5cca-4802-8342-f6a77982a8a3,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14211380,StillImage,Photograph,en
14212268,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d94faf13-cb65-4ed4-82b2-4ec9b53cf8d3,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14212268,StillImage,Photograph,en
14213061,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e2af3d20-6c2f-4e7c-a41c-cb42819a3a16,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14213061,StillImage,Photograph,en
14213088,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,https://images.collections.yale.edu/iiif/2/ypm:c6ece5f4-e1eb-4909-8d97-d44e411d6eb1/full/full/0/default.jpg,,empty,,"Yale University","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:57f22a09-89a8-4e01-a2e1-a122b0b737d4,"2021-06-24 22:36:44",image/jpeg,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14213088,StillImage,Photograph,en
