coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,tidInterpreted,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
20379626,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:0529a712-2be7-4df9-b5e1-aa5a1d0fd970,"2017-04-05 19:32:48"
20379803,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:9d005e7b-7325-4cce-bd5f-3945b9ef61f1,"2017-04-05 19:32:48"
20377977,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:bbe14203-8307-4817-b2d2-90b4ca24a88f,"2017-04-05 19:32:48"
20382175,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:b86d1bad-d70c-4a88-a211-0c73e0289e81,"2017-04-05 19:32:48"
20407926,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:7fe37dca-d4dd-456c-b462-1d3216432929,"2017-04-05 19:32:48"
20389123,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:e7a244f2-ea25-478d-a294-91f60b3db0f1,"2017-04-05 19:32:48"
20378069,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:19c49676-994a-46e8-bb93-64ea53a36acd,"2017-04-05 19:32:48"
20382272,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:6095aa4e-f7ca-4e7e-9caf-f15cdac03f64,"2017-04-05 19:32:48"
20408648,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:fe56dd40-5c1d-49e3-baf3-b80e28ab2f0c,"2017-04-05 19:32:48"
20389158,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:83e14f63-3356-4bd7-a090-cc8cad6b82f1,"2017-04-05 19:32:48"
20419880,"[no agent data]",,,,Lepidoptera,,,,,,,,"Pieris rapae ♂",urn:uuid:cefe33a2-ebe7-4a89-ba30-47a90c7103b8,"2017-04-05 19:32:48"
20389196,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:2af69087-ad38-42e3-9c79-62b53e112431,"2017-04-05 19:32:48"
20378202,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:cb312e77-49aa-4492-a197-75f36f95a1fd,"2017-04-05 19:32:48"
20382811,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:4b0a7a2c-9465-4151-8b13-f2735e3adcc9,"2017-04-05 19:32:48"
20420105,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:d13daa09-bef5-4492-9559-9f6c06feaba7,"2017-04-05 19:32:48"
20354641,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:e226d1b4-e586-42b3-964f-93e5555fde30,"2017-04-05 19:32:48"
20378252,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:3e60b7b3-4a29-4bcb-8dd7-5cc3ca73ac16,"2017-04-05 19:32:48"
20382889,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:b1f410ae-ebca-4bd9-b6fe-cd5b5466583c,"2017-04-05 19:32:48"
20379882,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:cfd0575e-54b2-426f-adef-588c397dde09,"2017-04-05 19:32:48"
20409606,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:59d3962d-b423-4a04-b5dd-48eae44fca07,"2017-04-05 19:32:48"
20308877,"[no agent data]",,,,"Pieris rapae rapae",,,,,,,,,urn:uuid:77736653-b8a5-447a-86a1-aa5031d2694d,"2017-04-05 19:32:48"
20378255,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:f74d60c2-52b6-4764-bddc-51097f4737df,"2017-04-05 19:32:48"
20378296,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:07d16b0c-ced0-4ae0-8ae9-70864b93e2ff,"2017-04-05 19:32:48"
20380378,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:79123c29-0740-4c20-adf9-0e2171400d98,"2017-04-05 19:32:48"
20401404,"[no agent data]",,,,"Pieris rapae rapae",,,,,,,,,urn:uuid:90f15343-0b08-486c-a3b9-00a4729252b2,"2017-04-05 19:32:48"
20308879,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:5878e09c-fd9e-4d7f-8e0d-9afaae95e77f,"2017-04-05 19:32:48"
20378344,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:bc8e1451-190c-42b0-a088-a96e705581fd,"2017-04-05 19:32:48"
20380457,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:82bb465f-2155-4159-a594-f522411c981d,"2017-04-05 19:32:48"
20375462,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:847c1f4b-6f91-41d6-b025-79b06019fe6a,"2017-04-05 19:32:48"
20308880,"[no agent data]",,,,"Pieris rapae rapae",,,,,,,,,urn:uuid:83d64d02-f115-4b5f-9f25-ff6ef00cc1f4,"2017-04-05 19:32:48"
20382892,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:1b1526ce-ade0-41aa-8394-1596268d708e,"2017-04-05 19:32:48"
20378780,"Scudder, 1872",,1872,,"Ganoris rapae var. novangliae",,"Scudder, 1872",,,,,"Scudder, S. H.. 1872. A variety of Pieris rapae unknown in Europe. The Canadian Entomologist 4 (368):78-79",,urn:uuid:44b6d07e-f101-4b1b-8f31-362eb554838b,"2017-04-05 19:32:48"
20380868,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:2270c293-9ced-4847-af7f-a8059b435269,"2017-04-05 19:32:48"
20377410,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:1ad6b2c2-db2e-492e-a1dc-cac35dd43317,"2017-04-05 19:32:48"
37133895,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:a880f5c4-bb3c-4894-947e-c3fdb5e9da7f,"2019-03-21 09:37:24"
20383341,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:5d82d780-9291-44f8-a118-b9a630b1c44a,"2017-04-05 19:32:48"
20379052,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:cfc71634-05de-4976-8049-cddea0b7886f,"2017-04-05 19:32:48"
20381041,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:14e60679-e9bf-4f86-a102-953e17ebdb5e,"2017-04-05 19:32:48"
20381190,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:ebc0f1d9-2246-42c7-a820-89ceb82af266,"2017-04-05 19:32:48"
37126765,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:2588d343-1584-4f3d-bcda-884653d6b188,"2019-03-21 09:37:24"
20383731,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:cec50db0-adf7-4c88-a406-a9041a44e97e,"2017-04-05 19:32:48"
20379367,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:9646204d-62c0-4fb9-95fa-8b1634ec1f1c,"2017-04-05 19:32:48"
20381206,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:54f77d76-554e-4316-a51e-383086b5ce52,"2017-04-05 19:32:48"
20407723,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:3ddcf284-3bc5-4a29-ba5f-c2a7c02cfe83,"2017-04-05 19:32:48"
20389084,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:54b74655-95e9-4550-8347-b0f761c3d5d5,"2017-04-05 19:32:48"
20379801,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:10f85b1b-bf9c-410a-a32c-bd768bc5b81a,"2017-04-05 19:32:48"
20378067,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:d0472356-33c2-4b45-8ffc-d450962a289c,"2017-04-05 19:32:48"
20382176,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:448aaf11-34ff-46d3-9301-4dfe48636379,"2017-04-05 19:32:48"
20408645,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:d423b28c-320e-4fa5-a2e9-211ab4e44363,"2017-04-05 19:32:48"
20389156,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:1e3f4b1f-42ac-455d-92b6-1b2fc85fe40f,"2017-04-05 19:32:48"
20389159,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:43dcee1a-dba1-4560-ad67-719d5090a8c8,"2017-04-05 19:32:48"
20378070,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:1659b06b-7127-4a52-affc-68956d0943d9,"2017-04-05 19:32:48"
20382809,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:06ef25e6-1a71-4dd2-9ac2-cae6630292c8,"2017-04-05 19:32:48"
20419051,"Jessica Rykken",,2011-12-31,,"Pieris rapae",,,,,,,,"; Determination date is an upper bound. Determinations made by J. Rykken",urn:uuid:86e6daa1-1214-4f72-805a-8a54a0ff24d8,"2017-04-05 19:32:48"
20419880,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:c5ce9fec-c3f8-4b59-a821-77b9ee5b1c0b,"2017-04-05 19:32:48"
20366185,"[no agent data]",,,,Lepidoptera,,,,,,,,"Pieris rapei Linn.",urn:uuid:3487345b-9459-477b-84e6-edefc15b0c62,"2017-04-05 19:32:48"
20378203,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:7e22b3a1-19c1-452f-b1b0-37fc08e4fdf9,"2017-04-05 19:32:48"
20382887,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:beece715-fef9-4f92-a010-de6b4bf80f20,"2017-04-05 19:32:48"
20382890,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:42839300-61fb-41f6-af65-f68487d710e3,"2017-04-05 19:32:48"
20379804,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:1120830f-7506-4c37-9e37-ab98c13e0520,"2017-04-05 19:32:48"
20420147,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:a51eb182-7c26-4aaf-bd9b-aeac8e25ba04,"2017-04-05 19:32:48"
20354641,"[no agent data]",,,,"Pieris rapae rapae",,,,,,,,,urn:uuid:ba64d94d-02e5-4153-a056-a70638640bd8,"2017-04-05 19:32:48"
20378253,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:8887852a-b1c3-48c9-9283-43f811072f87,"2017-04-05 19:32:48"
20380134,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:428c7363-95ab-4b26-9104-c09d2b18d4c6,"2017-04-05 19:32:48"
20409652,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:144f1409-39a7-42d1-afe0-011453435a24,"2017-04-05 19:32:48"
20308878,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:8dea3a9d-6770-4acf-a222-76bec19d7e1d,"2017-04-05 19:32:48"
20378256,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:edb50425-e174-4989-9cdf-d46e4620ca40,"2017-04-05 19:32:48"
20378297,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:6f75598f-3fe8-41a2-a66b-26c6c82bf19e,"2017-04-05 19:32:48"
20380379,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:ade8691a-5174-4e06-855e-28e016023e2f,"2017-04-05 19:32:48"
20408958,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:b6d0c395-5ce4-417c-af13-532a0db9f16b,"2017-04-05 19:32:48"
20308879,"[no agent data]",,,,"Pieris rapae rapae",,,,,,,,,urn:uuid:8430b7f3-d645-4409-81cb-50e0d682d54a,"2017-04-05 19:32:48"
20378780,"[no agent data]",,,,Lepidoptera,,,,,,,,"Pieris rapae",urn:uuid:53bcc56d-cfc6-4b2e-b1f1-a39161691dce,"2017-04-05 19:32:48"
20380529,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:a4f7a2cf-d6fa-4772-9df9-f6f2c47c5c67,"2017-04-05 19:32:48"
20377318,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:d77c963a-2632-4c01-babc-093d75bd1f7c,"2017-04-05 19:32:48"
20377674,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:cab52666-4956-444e-8778-179dfcf48388,"2017-04-05 19:32:48"
20383339,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:b4c5e264-ac56-48fc-8d84-510a0e996c82,"2017-04-05 19:32:48"
20378780,"Samuel Hubbard Scudder",,1872-12-31,,"Ganoris rapae var. novangliae",,,,,,,,,urn:uuid:b8b75c64-a1cf-49f3-96ab-2e22d407e852,"2018-07-09 15:16:44"
20380947,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:cacb1c01-4df7-4b61-a1c1-c1af86db5645,"2017-04-05 19:32:48"
20381045,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:ed9a613a-7bc7-41cb-a32c-14968740a662,"2017-04-05 19:32:48"
37133993,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:be40e6ce-edf3-41d3-9b3b-0f5adc19a024,"2019-03-21 09:37:24"
20383415,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:0cdbfbb7-268e-40bb-9887-44cbd2d600c1,"2017-04-05 19:32:48"
20379366,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:43160c83-26ce-4c7a-8211-84ce512b00d5,"2017-04-05 19:32:48"
20381191,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:82f47874-1334-442b-85ef-96ddca2afeb9,"2017-04-05 19:32:48"
37127536,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:86643f2f-6e05-4797-8af2-3ce8b787ed94,"2019-03-21 09:37:24"
20383902,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:b1ca458e-81cb-4ed7-9251-303e7c2b649a,"2017-04-05 19:32:48"
20379624,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:56592262-189f-4a3c-bf7b-dd5c359c7b18,"2017-04-05 19:32:48"
20381262,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:98594a08-e964-42f7-b6d6-1b19935b0c72,"2017-04-05 19:32:48"
20407780,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:ea6e1085-912c-4fcb-b0f9-aed1b3878085,"2017-04-05 19:32:48"
20389086,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:5327180d-147f-4aaf-93d0-d4c75cdb8126,"2017-04-05 19:32:48"
20379802,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:bf642fa4-4d93-442a-b019-b5ebcad84f33,"2017-04-05 19:32:48"
20378068,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:07511015-e9ec-46bf-a7d5-ce894dcc6166,"2017-04-05 19:32:48"
20382271,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:142b1999-89fd-4a6f-a88f-c9b62f0299e6,"2017-04-05 19:32:48"
20408647,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:c7f5796c-e65b-4cd7-b1e1-1b180502d8ad,"2017-04-05 19:32:48"
20389157,"[no agent data]",,,,"Pieris rapae",,,,,,,,,urn:uuid:7bfd4674-6eda-46c9-89f2-a904822c6b7f,"2017-04-05 19:32:48"
