coreid,abcd:typifiedName,aec:associatedTaxa,ala:photographer,ala:species,ala:subfamily,ala:subspecies,ala:superfamily,chrono:ChronometricAge,dc:language,dc:rights,dc:type,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:license,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:acceptedNameUsage,dwc:acceptedNameUsageID,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedOrganisms,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:caste,dwc:catalogNumber,dwc:class,dwc:classs,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:cultivarEpithet,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:degreeOfEstablishment,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintSRS,dwc:footprintSpatialFit,dwc:footprintWKT,dwc:formation,dwc:genericName,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:identifiedByID,dwc:individualCount,dwc:informationWithheld,dwc:infragenericEpithet,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:language,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphic,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:materialSampleID,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:modified,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:nameAccordingToID,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:organismID,dwc:organismName,dwc:organismQuantity,dwc:organismQuantityType,dwc:organismRemarks,dwc:organismScope,dwc:originalNameUsage,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:parentEventID,dwc:parentNameUsage,dwc:parentNameUsageID,dwc:phylum,dwc:pointRadiusSpatialFit,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:recordedByID,dwc:relatedResourceID,dwc:relationshipOfResource,dwc:relationshipRemarks,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:sampleSizeValue,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subfamily,dwc:subgenus,dwc:subtribe,dwc:superfamily,dwc:taxonConceptID,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:tribe,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimIdentification,dwc:verbatimLabel,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:vitality,dwc:waterBody,dwc:year,flag_encoding_error,gbif:Identifier,gbif:Reference,gbif:identifiedByID,gbif:recordedByID,idigbio:recordId,obis:ExtendedMeasurementOrFact,symbiota:paleo-element,symbiota:paleo-eon,symbiota:paleo-epoch,symbiota:paleo-era,symbiota:paleo-period,symbiota:paleo-stage,symbiota:recordEnteredBy,symbiota:recordID,symbiota:verbatimScientificName,taxonRankID,zan:ChronometricDate
f8983c1f-23ea-45d7-9973-752c6f4fbc46,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,CC BY,,,,2016-09-21 17:39:29,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=21376934,,Tall Timbers Research Station and Land Conservancy,,,,,,,,,,,,,,,,PreservedSpecimen,,,,TTRS-L#221,Insecta,,TTRSLEP,e2bad816-fb41-481e-91e6-09e2a059efac,,,,United States,,Grady,,,,,,24,,,,,,,,,,,,,1964-09-24,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,TTRSNHM,,,,Animalia,,,,,,,,,,Sherwood Plantation,,,,,,,,,,,,9,,,,,,,,,,urn:uuid:388a3a7c-a6ed-41a7-90bd-06ecec7e5d7b,Stored as P. rapae,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,,,,Leon Neel,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,Male,rapae,268,Georgia,,,,,,156015,,Cabbage White,,,,,,,,1964-9-24,,,,,,,,,,,1964,,,,,,urn:uuid:851820cf-86d4-4c57-9228-fbb48f46a84b,,,,,,,,,,,,
7bab177a-47c0-41bd-9918-075820769dfb,,,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,2018-06-01 13:53:42,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=32481092,,"University of Nevada, Reno, Museum of Natural History",,,,,,,,,,,,,,,,PreservedSpecimen,,,,UNREntGen00858,Insecta,,ENTO,046eddff-cf84-40f7-979b-e6b7b42d718c,,,,United States,,Mesa Co.,,,,,,,,,,,,,,,,,,,,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,UNR,,,,Animalia,,,,,,,,,,"39?10'N 108?42'W, 1400m",,,,,,,,,,,,,,,,,,,,,,8088294f-a672-4473-8911-59ea8736078c,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,,,,,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,,Colorado,,,,,,156015,,,,,,,,,,Aug-99,,,,,,,,,,,,,,,,,urn:uuid:8088294f-a672-4473-8911-59ea8736078c,,,,,,,,,,,,
245a25a1-1e0d-4451-ace1-5f5361cf4a46,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,CC BY-NC (Attribution-Non-Commercial),,,,2017-05-23 09:30:14,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=27730168,,Academy of Natural Sciences,,,,,,,,,,,,,,,,PreservedSpecimen,,,,ANSP-ENT-25334,Insecta,,ENT,af7140c3-4aa2-41ac-b3e9-4c7415b3ce90,,,1865,United States,,,,,,,,26,40.015945,-75.099063,,,,,,,,,117,,1968-04-26,,,,Pieridae,,,,,,,,Pieris,,,,,georef batch tool 2017-05-23; GeoLocate,reviewed - high confidence,betancourt (2017-05-23 09:30:14),,,,,,,,,,,,,,,,,,,ANSP,,,,Animalia,,,,,,,Adult,,,"Tacony Creek Park, N. Philadelphia",,,,,,,,,,,,4,,,,,,,,,,869c1871-2298-4e12-9d3e-e3ada9f0bf3e,,,Lepidoptera,,,,,,,,,ANSP,,,,Arthropoda,,Pinned,,,Charles S. Bergson,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,117,Pennsylvania,,,,,,156015,,,,,,,,,,"April 26,1968",,,,,,,,,,,1968,,,,,,urn:uuid:869c1871-2298-4e12-9d3e-e3ada9f0bf3e,,,,,,,,,,,,
fe7e2b8b-4843-47c9-850d-4def5a93e4a0,,,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,https://www.ccber.ucsb.edu/collections/databases-searching-specimen-data-and-images,,,,2024-05-28 14:43:17,https://ecdysis.org/collections/individual/index.php?occid=3409598,,The Regents of the University of California,,,"[{""dwc:identifiedBy"": ""Katja Seltmann"", ""idigbio:recordID"": ""urn:uuid:c06e3dbf-4864-4fbb-9a66-a033eb304303"", ""coreid"": ""3409598"", ""dwc:scientificNameAuthorship"": ""(Linnaeus, 1758)"", ""dwc:dateIdentified"": ""2024"", ""dcterms:modified"": ""2024-01-24 11:54:57"", ""dwc:scientificName"": ""Pieris rapae""}]",,,,,,,,,,,,,PreservedSpecimen,,,,UCSB-IZC00047788,Insecta,,IZC,b03a3f0c-bfa5-4e02-b5d3-56ff38626302,,,535,United States,,Santa Barbara,,,,,2024,21,34.441336,-119.847847,,,,,,,,,,,2019-05-21,,,,Pieridae,,,,,,,,Pieris,WGS84,,,,georef batch tool 2024-05-28,,almalove (2024-05-28 14:43:17),,,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Lepidoptera|Papilionoidea|Pieridae|Pierinae|Pierini|Pierina|Pieris|rapae group,,,,,,,,,Katja Seltmann,,1,,,,UCSB,,,,Animalia,,,,,,,Adult,,,"Goleta, Lake Los Carneros",,,,,,,,,,,,5,Goleta,,,,,,,,,f1053e67-a653-4132-b835-17e24b385c46,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,Annie Greenslade,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,141,California,,,,,,156015,Species,,,,,,,,,"May 21, 2019",,,,,,,,,,,2019,,,,,,,,,,,,,,almalove,f1053e67-a653-4132-b835-17e24b385c46,,,
2f11fded-9269-406a-9273-bf37e4f2bc68,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-11-12 13:56:03,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57392610,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM211293,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,United States,,Pima,,,,,,15,,,,,,,,,,,,,1974-05-15,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,Pima,,,,,,,,,,,,5,,,,,,,,,,3f7391ee-f52d-4627-8767-ade60537a5cf,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,135,Arizona,,,,,,156015,,,,,,,,,,15 May 1974,,,,,,,,,,,1974,,,,,,urn:uuid:3f7391ee-f52d-4627-8767-ade60537a5cf,,,,,,,,,,,,
77e21922-bd2c-4144-8f5b-58d6270ae32b,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-11-13 05:10:40,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57393601,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM212399,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,Mexico,,,,,,,,9,,,,,,,,,,,,,1979-07-09,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,"Tollgate, San Miguel",,,,,,,,,,,,7,,,,,,,,,,b8431980-6ce7-4d53-a483-1625caa5235c,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,J.W.B.,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,190,Baja California,,,,,,156015,,,,,,,,,,9 July 1979,,,,,,,,,,,1979,,,,,,urn:uuid:b8431980-6ce7-4d53-a483-1625caa5235c,,,,,,,,,,,,
1cd69545-3a19-4de2-813c-6f44c4c71409,,,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,2018-10-31 09:10:27,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=27709563,,"Department of Entomology, MSU",,,,,,,,,,,,,,,,PreservedSpecimen,,,,MSUC_ARC_34627,Insecta,,MSUC,15cdb244-b82d-4798-af5e-ef7bc138f233,,,1942,United States,,Ingham,,,,,2008,,42.720023,-84.481334,,,,,,,,,,,2000-09-22,,,,Pieridae,,,,,,,,Pieris,WGS84,,,,GeoLocate,,,,,,,,,,,,,,,Gary Parsons,,1,,,,MSU,,,,Animalia,,,,,,,Larval,,,Michigan State University Campus,,,,,,,,,,,,,East Lansing,,,,,,,,,b10a3bee-73f8-4792-8a2c-b21e94d4d250,flowering plants,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,KAAD--> 75% ETOH,,,E. Hoffman,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,266,Michigan,,,,,,156015,,,,,,,,,,9/22/2000,,,,,,,,,,,,,,,,,urn:uuid:b10a3bee-73f8-4792-8a2c-b21e94d4d250,,,,,,,,a_eladli,,,,
8577cdd2-a8df-4d63-aa12-ceca77d10eaf,,,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,2018-10-31 09:10:27,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=27709566,,"Department of Entomology, MSU",,,,,,,,,,,,,,,,PreservedSpecimen,,,,MSUC_ARC_34630,Insecta,,MSUC,15cdb244-b82d-4798-af5e-ef7bc138f233,,,2047,United States,,Ingham,,,,,,,42.690035,-84.493903,,,,,,,,,,,1967-07-26,,,,Pieridae,,,,,,,,Pieris,WGS84,,,,GeoLocate,,,,,,,,,,,,,,,J.P.D,,7,,,,MSU,,,,Animalia,,,,,,,Pupa,,,TRS: T4N R2W sec 36,,,,,,,,,,,,,,,,,,,,,,7c7d7c83-bc4e-4771-9985-a22eb653681c,on screen in expt. plot.,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,KAADI--> 95% ETOH,,,P. Martinat,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,207,Michigan,,,,,,156015,,,,,,,TRS: T4N R2W sec 36,,,26 July 1967,,,,,,,,,,,,,,,,,urn:uuid:7c7d7c83-bc4e-4771-9985-a22eb653681c,,,,,,,,a_eladli,,,,
296e6be8-5eb5-47fa-8e84-95cd38befca4,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-11-13 18:43:58,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57393633,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM212425,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,Mexico,,,,,,,,29,,,,,,,,,,,,,1980-08-29,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,"Rio San Miguel, west of La Mision",,,,,,,,,,,,8,,,,,,,,,,f856080e-94bb-4031-929a-2a1385f609ef,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,J. Brown,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,242,Baja California,,,,,,156015,,,,,,,,,,29 Aug. 1980,,,,,,,,,,,1980,,,,,,urn:uuid:f856080e-94bb-4031-929a-2a1385f609ef,,,,,,,,,,,,
4356be6d-fe83-4b14-8be7-da9804490986,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-11-15 16:54:44,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57393763,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM211830,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,United States,,Yolo,,,,,,9,,,,,,,,,,,,,1972-09-09,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,U.C. Davis,,,,,,,,,,,,9,,,,,,,,,,435dd9cd-788f-4544-9f1c-4ecf1fc30739,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,Bruce Douglas,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,253,California,,,,,,156015,,,,,,,,,,9 Sept. 1972,,,,,,,,,,,1972,,,,,,urn:uuid:435dd9cd-788f-4544-9f1c-4ecf1fc30739,,,,,,,,,,,,
f535321e-29e3-445f-b8d3-61f40d4ab059,,,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,2018-01-29 13:49:25,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=31471773,,"Virginia Tech, Department of Entomology",,,,,,,,,,,,,,,,PreservedSpecimen,,,,VTEC000002158,Insecta,,VTEC,cbb0e637-c014-4f09-99a1-37d1bbfdfb70,,,26273,USA,,Henrico,,,,,,12,37.568817,-77.393963,,,,,,,,,,,1968-10-12,,,,Pieridae,,,,,,,,Pieris,WGS84,,,,GeoLocate,,GG Schiermeyer,,,,,,,,,,,,,,,1,,,,VPI,,,,Animalia,,,,,,,Adult,,,,,,,,,,,,,,,10,,,,,,,,,,2af878a6-1d5f-49e4-9918-11f8353c496a,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,K. P. Giedd,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,286,Virginia,,,,,,156015,,,,,,,,,,,,,,,,,,,,,1968,,,,,,urn:uuid:2af878a6-1d5f-49e4-9918-11f8353c496a,,,,,,,,SGrant,,,,
0082cb8a-71cc-4ec1-b685-d775baed054c,,,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,2018-01-31 12:17:08,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=31476808,,"Virginia Tech, Department of Entomology",,,,,,,,,,,,,,,,PreservedSpecimen,,,,VTEC000002172,Insecta,,VTEC,cbb0e637-c014-4f09-99a1-37d1bbfdfb70,,,6618,USA,,Montgomery,,,,,,10,37.229573,-80.413939,,,,,,,,,,,1959-05-10,,,,Pieridae,,,,,,,,Pieris,WGS84,,,,GeoLocate,,GG Schiermeyer,,,,,,,,,,,,,,,1,,,,VPI,,,,Animalia,,,,,,,Adult,,,Blacksburg,,,,,,,,,,,,5,,,,,,,,,,92a7da4e-e652-42e4-912a-e70c8c627e04,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,W. G. Duckhardt,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,130,Virginia,,,,,,156015,,,,,,,,,,,,,,,,,,,,,1959,,,,,,urn:uuid:92a7da4e-e652-42e4-912a-e70c8c627e04,,,,,,,,SGrant,,,,
03ae8e72-372a-44d3-9fad-a4931f7e6f5a,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,not-for-profit use only,,,,2018-10-17 05:44:00,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=22828815,,University of Hawaii Insect Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,UHIM2016.35174,Insecta,,UHIM,0fc43ef4-018d-479a-a633-3653718ec766,,,,United States,,Honolulu,,,,,,1,,,,,,,,,,,,,1941-01-01,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,on weeds,,,,,,,,,,,,,,,,UHIM,,,,Animalia,,,,,,,,,,,,,,,,,,,,,,1,Honolulu,,,,,,,,,f268e086-b0dd-4658-a77e-d5987ae8037d,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,,,,"Ako, L.",,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,1,Hawaii,,,,,,156015,,,,,,,,,,,,,,,,,,,,,1941,,,,,,urn:uuid:f268e086-b0dd-4658-a77e-d5987ae8037d,,,,,,,,,,,,
32ee55ce-756d-404d-94be-dfa1886ff738,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2022-01-18 10:55:07,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57911125,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM222499,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,United States,,San Diego,,,,,,9,,,,,,,,,,,,,1958-08-09,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,San Ysidro,,,"Label reads ""San Ysidro"" only",,,,,,,,,8,,,,,,,,,,80762308-a152-4f91-ad1e-2c8277eb1973,Please check date,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,221,California,,,,,,156015,,,,,,,,,,VIII-9-1958,,,,,,,,,,,1958,,,,,,urn:uuid:80762308-a152-4f91-ad1e-2c8277eb1973,,,,,,,,,,,,
c8f64b63-0bb0-4cbd-9e96-42d932b8a156,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2022-03-08 13:42:56,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=59949574,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM227745,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,United States,,San Diego,,,,,1998,23,,,,,,,,,,,,,1998-03-23,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,J.R. Radtkey,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,"East Lake, Chula Vista",,,,,,,,,,,,3,,,,,,,,,,62febd9b-7b3a-4451-92ad-1ae8e7003219,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,11,J.R. Radtkey,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,82,California,,,,,,156015,,,,,,,,,,23 III 98,,,,,,,,,,,1998,,,,,,urn:uuid:62febd9b-7b3a-4451-92ad-1ae8e7003219,,,,,,,,,,,,
a2aaadc0-0555-40d3-91ce-e14eecffe849,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-11-13 05:40:49,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57393644,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM212428,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,Mexico,,,,,,,,27,,,,,,,,,,,,,1982-02-27,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,Vicinity of La Mision,,,,,,,,,,,,2,,,,,,,,,,d9b6d2e5-e3dd-4555-9378-9b5fe9b55ff9,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,Faulkner | Brown,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,58,Baja California,,,,,,156015,,,,,,,,,,27 Feb. 1982,,,,,,,,,,,1982,,,,,,urn:uuid:d9b6d2e5-e3dd-4555-9378-9b5fe9b55ff9,,,,,,,,,,,,
49666b48-408f-4728-9691-5b5827dc82b5,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-11-14 18:54:20,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57393682,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM212432,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,Mexico,,,,,,,,11,,,,,,,,,,,,,1980-10-11,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,5.2 miles north of Sordomudo,,,,,,,,,,,,10,,,,,,,,,,3fa43b97-380c-4cf7-a043-88257a3dff8d,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,Faulkner | Brown,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,285,Baja California,,,,,,156015,,,,,,,,,,11 Oct. 1980,,,,,,,,,,,1980,,,,,,urn:uuid:3fa43b97-380c-4cf7-a043-88257a3dff8d,,,,,,,,,,,,
526af61b-66b9-4a4b-acaa-de9e923bc969,,,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,2018-01-26 12:44:07,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=31466012,,"Virginia Tech, Department of Entomology",,,,,,,,,,,,,,,,PreservedSpecimen,,,,VTEC000002143,Insecta,,VTEC,cbb0e637-c014-4f09-99a1-37d1bbfdfb70,,,154,USA,,Montgomery,,,,,,17,37.219452,-80.424197,,,,,,,,,,,1980-07-17,,,,Pieridae,,,,,,,,Pieris,WGS84,,,,GeoLocate,,GG Schiermeyer,,,,,,,,,,,,,,,1,,,,VPI,,,,Animalia,,,,,,,Adult,,,VPI & SU Horticulture Farm,,,,,,,,,,,,7,,,,,,,,,,02bdbcb4-b3c4-443b-b55f-ee7e85d0419f,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,K. Loyd,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,199,Virginia,,,,,,156015,,,,,,,,,,,,,,,,,,,,,1980,,,,,,urn:uuid:02bdbcb4-b3c4-443b-b55f-ee7e85d0419f,,,,,,,,SGrant,,,,
d7d553c6-11e7-41c8-baf1-ae7ffe111a64,,,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,,2018-01-26 14:31:35,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=31466126,,"Virginia Tech, Department of Entomology",,,,,,,,,,,,,,,,PreservedSpecimen,,,,VTEC000002149,Insecta,,VTEC,cbb0e637-c014-4f09-99a1-37d1bbfdfb70,,,3036,USA,,Montgomery,,,,,,23,37.20985,-80.490054,,,,,,,,,,,1964-04-23,,,,Pieridae,,,,,,,,Pieris,WGS84,,,,GeoLocate,,GG Schiermeyer,,,,,,,,,,,,,,,1,,,,VPI,,,,Animalia,,,,,,,Adult,,,Prices Fork,,,,,,,,,,,,4,,,,,,,,,,e609e958-d19b-4df7-b915-677d370c4b8f,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,D. Vest,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,114,Virginia,,,,,,156015,,,,,,,,,,,,,,,,,,,,,1964,,,,,,urn:uuid:e609e958-d19b-4df7-b915-677d370c4b8f,,,,,,,,SGrant,,,,
