coreid,abcd:typifiedName,aec:associatedTaxa,ala:photographer,ala:species,ala:subfamily,ala:subspecies,ala:superfamily,chrono:ChronometricAge,dc:language,dc:rights,dc:type,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:license,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:acceptedNameUsage,dwc:acceptedNameUsageID,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedOrganisms,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:caste,dwc:catalogNumber,dwc:class,dwc:classs,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:cultivarEpithet,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:degreeOfEstablishment,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintSRS,dwc:footprintSpatialFit,dwc:footprintWKT,dwc:formation,dwc:genericName,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:identifiedByID,dwc:individualCount,dwc:informationWithheld,dwc:infragenericEpithet,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:language,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphic,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:materialSampleID,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:modified,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:nameAccordingToID,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:organismID,dwc:organismName,dwc:organismQuantity,dwc:organismQuantityType,dwc:organismRemarks,dwc:organismScope,dwc:originalNameUsage,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:parentEventID,dwc:parentNameUsage,dwc:parentNameUsageID,dwc:phylum,dwc:pointRadiusSpatialFit,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:recordedByID,dwc:relatedResourceID,dwc:relationshipOfResource,dwc:relationshipRemarks,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:sampleSizeValue,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subfamily,dwc:subgenus,dwc:subtribe,dwc:superfamily,dwc:taxonConceptID,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:tribe,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimIdentification,dwc:verbatimLabel,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:vitality,dwc:waterBody,dwc:year,flag_encoding_error,gbif:Identifier,gbif:Reference,gbif:identifiedByID,gbif:recordedByID,idigbio:recordId,obis:ExtendedMeasurementOrFact,symbiota:paleo-element,symbiota:paleo-eon,symbiota:paleo-epoch,symbiota:paleo-era,symbiota:paleo-period,symbiota:paleo-stage,symbiota:recordEnteredBy,symbiota:recordID,symbiota:verbatimScientificName,taxonRankID,zan:ChronometricDate
39dd24e9-1ed0-402c-9163-cf4c83dadd34,,,,,,,,,,,,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",Pieris rapae (YPM ENT 815022),,http://creativecommons.org/publicdomain/zero/1.0/,2022-03-19T21:48:41.000Z,http://collections.peabody.yale.edu/search/Record/YPM-ENT-815022,,Yale Peabody Museum,,,,,,,,,,"https://images.collections.yale.edu/iiif/2/ypm:0284e82d-a1c6-4ec7-8e13-489eb909fa7a/full/!1920,1920/0/default.jpg",,,,,,PreservedSpecimen,,,,YPM ENT 815022,Insecta,,ENT,,North America,,879,USA,,Franklin County,,,1,,,15,42.673417,-72.821762,,in collection,"{ ""irn"": ""1173518"", ""media"": ""101419:0284e82d-a1c6-4ec7-8e13-489eb909fa7a"", ""mm_repository_id"": ""101419"", ""solr_long_lat"": ""-72.821762,42.673417"" }",,,,,,,,1982-08-15,,,,Pieridae,,,,,,,,Pieris,WGS84,,digital resource,COGE georeferencing spring 2020: aidanhoulihan 6/13/2020 5:49:24 PM,GEOLocate,,,2020-06-18,,,Animalia; Arthropoda; Hexapoda; Insecta; Pterygota; Endopterygota; Lepidoptera; Ditrysia; Papilionoidea; Pieridae; Pierinae,North America; USA; Massachusetts; Franklin County,,,,,,,,,,1,,,,YPM,,,,Animalia,,,,,,,,,,Heath,,,,,,,,,,,,8,,,,,,,ICZN,,,urn:uuid:7070d1a3-9bef-4842-9035-846ca4d21f3a,ENT number 815022; lot count 1,,Lepidoptera,,,,,,,,,YPM,,,,Arthropoda,,,Pieris rapae,,"Sophie D. Coe, Michael D. Coe",,,,,,,,,,,Pieris rapae,(L.),,,rapae,,Massachusetts,,,,,,,Species,Animals and Plants: Invertebrates - Insects,,,,,,,,,,,,,,,,sulphurs and whites; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals,,,1982,,,,,,,,,,,,,,,,,,
6032d1e6-a441-4df3-8b71-44fbf1592102,,,,,,,,,,,,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",Pieris rapae (YPM ENT 815203),,http://creativecommons.org/publicdomain/zero/1.0/,2015-12-03T15:24:16.000Z,http://collections.peabody.yale.edu/search/Record/YPM-ENT-815203,,Yale Peabody Museum,,,,,,,,,,"https://images.collections.yale.edu/iiif/2/ypm:38be5252-9516-4c4c-bb3b-c55581712c5d/full/!1920,1920/0/default.jpg",,,,,,PreservedSpecimen,,,,YPM ENT 815203,Insecta,,ENT,,North America,,2329,USA,,Hinds County,,,1,,,10,32.341999,-90.3179016,,in collection,"{ ""irn"": ""1173688"", ""media"": ""101334:38be5252-9516-4c4c-bb3b-c55581712c5d"", ""mm_repository_id"": ""101334"", ""solr_long_lat"": ""-90.3179016,32.341999"" }",,,,,,,,1951-03-10,,,,Pieridae,,,,,,,,Pieris,WGS84,,digital resource,"VertNet georeference match, 6 Feb 2015, LFG",VertNet,,,2015,,,Animalia; Arthropoda; Hexapoda; Insecta; Pterygota; Endopterygota; Lepidoptera; Ditrysia; Papilionoidea; Pieridae; Pierinae,North America; USA; Mississippi; Hinds County,,,,,,,,,,1,,,,YPM,,,,Animalia,,,,,,,,,,Clinton,,,,,,,,,,,,3,,,,,,,ICZN,,,urn:uuid:19f0c69b-35ce-4ead-9b49-62c3adda787a,ENT number 815203; lot count 1,,Lepidoptera,,,,,,,,,YPM,,,,Arthropoda,,,Pieris rapae,,,,,,,,,,,,,Pieris rapae,(L.),,,rapae,,Mississippi,,,,,,,Species,Animals and Plants: Invertebrates - Insects,,,,,,,,,,,,,,,,sulphurs and whites; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals,,,1951,,,,,,,,,,,,,,,,,,
67ed6d5e-0caa-4bcd-a1ff-822710adb93b,,,,,,,,,,,,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",Pieris rapae (YPM ENT 815005),,http://creativecommons.org/publicdomain/zero/1.0/,2021-08-13T16:58:32.000Z,http://collections.peabody.yale.edu/search/Record/YPM-ENT-815005,,Yale Peabody Museum,,,,,,,,,,"https://images.collections.yale.edu/iiif/2/ypm:d2d557cb-e8aa-4d65-9194-5eb9954f11ef/full/!1920,1920/0/default.jpg",,,,,,PreservedSpecimen,,,,YPM ENT 815005,Insecta,,ENT,,North America,,2980,USA,,Copiah County,,,1,,,11,31.9878403,-90.3565407,,in collection,"{ ""irn"": ""1173502"", ""media"": ""101427:d2d557cb-e8aa-4d65-9194-5eb9954f11ef"", ""mm_repository_id"": ""101427"", ""solr_long_lat"": ""-90.3565407,31.9878403"" }",,,,,,,,1959-11-11,,,,Pieridae,,,,,,,,Pieris,WGS84,,digital resource,"VertNet georeference match, 6 Feb 2015, LFG",VertNet,,,2015,,,Animalia; Arthropoda; Hexapoda; Insecta; Pterygota; Endopterygota; Lepidoptera; Ditrysia; Papilionoidea; Pieridae; Pierinae,North America; USA; Mississippi; Copiah County,,,,,,,,,,1,,,,YPM,,,,Animalia,,,,,,,,,,Crystal Springs,,,,,,,,,,,,11,,,,,,,ICZN,,,urn:uuid:6195d8c7-dc02-43e9-aa75-06b6732efdee,ENT number 815005; lot count 1; accn=YPM.06802,,Lepidoptera,,,,,,,,,YPM,,,,Arthropoda,,,Pieris rapae,,"M. Roshore, E. Roshore",,,,,,,,,,,Pieris rapae,(L.),,,rapae,,Mississippi,,,,,,,Species,Animals and Plants: Invertebrates - Insects,,,,,,,,,,,,,,,,sulphurs and whites; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals,,,1959,,,,,,,,,,,,,,,,,,
ef0ba787-4f21-4fbc-9ab7-fabf83d7f8a7,,,,,,,,,,,,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",Pieris rapae (YPM ENT 815212),,http://creativecommons.org/publicdomain/zero/1.0/,2020-08-11T23:38:35.000Z,http://collections.peabody.yale.edu/search/Record/YPM-ENT-815212,,Yale Peabody Museum,,,,,,,,,,"https://images.collections.yale.edu/iiif/2/ypm:93d50661-1ab8-4c0f-b584-a05d2f9f461a/full/!1920,1920/0/default.jpg",,,,,,PreservedSpecimen,,,,YPM ENT 815212,Insecta,,ENT,,North America,,2255,USA,,Coos County,,,1,,,15,44.2575,-71.2542,,in collection,"{ ""irn"": ""1173696"", ""media"": ""101638:93d50661-1ab8-4c0f-b584-a05d2f9f461a"", ""mm_repository_id"": ""101638"", ""solr_long_lat"": ""-71.2542,44.2575"" }",,,,,,,,1966-07-15,,,,Pieridae,,,,,,,,Pieris,WGS84,,digital resource,"VertNet georeference match, 6 Feb 2015, LFG",VertNet,,,2015,,,Animalia; Arthropoda; Hexapoda; Insecta; Pterygota; Endopterygota; Lepidoptera; Ditrysia; Papilionoidea; Pieridae; Pierinae,North America; USA; New Hampshire; Coos County,,,,,,,,,,1,,,,YPM,,,,Animalia,,,,,,,,,,Pinkham Notch,,,,,,,,,,,,7,,,,,,,ICZN,,,urn:uuid:e9e09c8f-5c5b-4494-a67e-8ada1a39df14,ENT number 815212; lot count 1,,Lepidoptera,,,,,,,,,YPM,,,,Arthropoda,,,Pieris rapae,,Donald J. Lennox,,,,,,,,,,,Pieris rapae,(L.),,,rapae,,New Hampshire,,,,,,,Species,Animals and Plants: Invertebrates - Insects,,,,,,,,,,,,,,,,sulphurs and whites; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals,,,1966,,,,,,,,,,,,,,,,,,
c6334939-b06f-43ad-8c25-afa82b2b51ee,,,,,,,,,,,,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",Pieris rapae (YPM ENT 815058),,http://creativecommons.org/publicdomain/zero/1.0/,2022-03-11T21:46:29.000Z,http://collections.peabody.yale.edu/search/Record/YPM-ENT-815058,,Yale Peabody Museum,,,,,,,,,,"https://images.collections.yale.edu/iiif/2/ypm:eb64cc70-c717-47c2-acb5-22c97e9fd289/full/!1920,1920/0/default.jpg",,,,,,PreservedSpecimen,,,,YPM ENT 815058,Insecta,,ENT,,North America,,2405,Canada,,,,,1,,,21,48.831389,-123.767778,,in collection,"{ ""irn"": ""1173553"", ""media"": ""101402:eb64cc70-c717-47c2-acb5-22c97e9fd289"", ""mm_repository_id"": ""101402"", ""solr_long_lat"": ""-123.767778,48.831389"" }",,,,,,,,1965-06-21,,,,Pieridae,,,,,,,,Pieris,WGS84,,digital resource,https://geo-locate.org/web/WebGeoreflight.aspx?country=Canada&locality=Vancouver+Island%2C+Mount+Prevost&state=British+Columbia&v=1,GEOLocate,,,2020-06-08,,,Animalia; Arthropoda; Hexapoda; Insecta; Pterygota; Endopterygota; Lepidoptera; Ditrysia; Papilionoidea; Pieridae; Pierinae,North America; Canada; British Columbia,,,,,,,,,,1,,,,YPM,,,,Animalia,,,,,,,,,,"Vancouver Island, Mount Prevost",,,,,,,,,,,,6,,,,,,,ICZN,,,urn:uuid:2d6ac848-80b1-4036-adc6-2a7a4617a3bb,ENT number 815058; lot count 1,,Lepidoptera,,,,,,,,,YPM,,,,Arthropoda,,,Pieris rapae,,Robert J. Guppy,,,,,,,,,,,Pieris rapae,(L.),,,rapae,,British Columbia,,,,,,,Species,Animals and Plants: Invertebrates - Insects,,,,,,,,,,,,,,,,sulphurs and whites; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals,,,1965,,,,,,,,,,,,,,,,,,
8ce19a5d-72bb-4265-a542-f29aa2deab21,,,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,not-for-profit use only,,,,2017-03-28 10:18:53,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=26105897,,Davidson College,,,,,,,,,,,,,,,,PreservedSpecimen,,,,DCEC00664,Insecta,,DCEC,0006a383-40ab-41dc-887f-617c97c490f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,Kyhl Austin,,,,,,DCH,,,,Animalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cde53eb4-73cd-40bc-9c0b-e4d62944c841,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,,,,,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,,,,,,,,156015,,,,,,,",",,,,,,,,,,,,,,,,,,,,urn:uuid:cde53eb4-73cd-40bc-9c0b-e4d62944c841,,,,,,,,,,,,
4182e0a7-7a13-4617-8601-5fcb6a85443c,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-10-18 19:40:07,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57392636,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM211305,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,United States,,Los Angeles,,,,,,19,,,,,,,,,,,,,1983-01-19,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,Sala,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,Griffith Park,,,"Label reads ""Griffith Pk."" only",,,,,,,,,1,,,,,,,,,,25f79797-296d-4539-b9df-b6778488a146,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,"12068201, 12-0-6-82",,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,19,California,,,,,,156015,,,,,,,,,,"Jan 19, 1983",,,,,,,,,,,1983,,,,,,urn:uuid:25f79797-296d-4539-b9df-b6778488a146,,,,,,,,,,,,
0e85cbd4-f47c-4a28-89e7-2b32dfec082f,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-10-15 02:49:35,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57392659,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM211329,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,United States,,Allegheny,,,,,,22,,,,,,,,,,,,,1926-07-22,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,Pittsburgh,,,,,,,,,,,,7,,,,,,,,,,7943d1f6-bfa5-4298-b6b4-55cb9de665f6,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,11039,,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,203,Pennsylvania,,,,,,156015,,,,,,,,,,7-22-26,,,,,,,,,,,1926,,,,,,urn:uuid:7943d1f6-bfa5-4298-b6b4-55cb9de665f6,,,,,,,,,,,,
39fe9c8f-3e63-463b-9d5a-04812dab006f,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-10-14 04:34:22,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57392663,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM211325,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,United States,,Aroostook,,,,,,,,,,,,,,,,,,,1937-08-00,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,Fort Kent,,,,,,,,,,,,8,,,,,,,,,,f28c5f34-db75-4481-a120-5190f814dd67,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,,Maine,,,,,,156015,,,,,,,,,,VIII-1937,,,,,,,,,,,1937,,,,,,urn:uuid:f28c5f34-db75-4481-a120-5190f814dd67,,,,,,,,,,,,
1e18c1cf-b31b-410a-972e-3a52ed75089f,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-10-18 19:35:18,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57392655,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM211328,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,United States,,Cedar,,,,,,4,,,,,,,,,,,,,1939-06-04,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,Cedar Hill,,,,,,,,,,,,6,,,,,,,,,,76fd71d7-eabc-4478-b771-becf394afeb7,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,155,Missouri,,,,,,156015,,,,,,,,,,VI-4-1939,,,,,,,,,,,1939,,,,,,urn:uuid:76fd71d7-eabc-4478-b771-becf394afeb7,,,,,,,,,,,,
5fae548a-f5ff-400f-8d25-2340ec10b59f,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-10-13 17:11:49,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57392688,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM211354,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,United States,,San Diego,,,,,,4,,,,,,,,,,,,,1961-03-04,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,El Cajon,,,,,,,,,,,,3,,,,,,,,,,0274c84f-3440-4f24-8054-ca95b1bbe934,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,Fred Thorne,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,63,California,,,,,,156015,,,,,,,,,,"MAR. 4, 1961",,,,,,,,,,,1961,,,,,,urn:uuid:0274c84f-3440-4f24-8054-ca95b1bbe934,,,,,,,,,,,,
6e0bc9c7-7570-4a01-bb8d-1469685ca818,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-10-13 17:10:44,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57392689,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM211355,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,Canada,,,,,,,,1,,,,,,,,,,,,,1914-06-01,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,Victoria,,,,,,,,,,,,6,,,,,,,,,,7612211c-8054-4903-bf5c-3a62eedfeef1,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,E.H. Blackmore,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,152,British Columbia,,,,,,156015,,,,,,,,,,6.1.14,,,,,,,,,,,1914,,,,,,urn:uuid:7612211c-8054-4903-bf5c-3a62eedfeef1,,,,,,,,,,,,
304a820e-db8c-47e4-8834-702b5513a131,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-11-11 19:26:26,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57392599,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM211285,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,United States,,Alameda,,,,,,23,,,,,,,,,,,,,1939-10-23,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,Oakland,,,,,,,,,,,,10,,,,,,,,,,272ad5c5-78a3-4175-987e-e49f653e9d0b,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,296,California,,,,,,156015,,,,,,,,,,October 13-1939,,,,,,,,,,,1939,,,,,,urn:uuid:272ad5c5-78a3-4175-987e-e49f653e9d0b,,,,,,,,,,,,
0f7cc759-3ed6-4aa8-ad55-12d8dcea7ed0,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-11-12 18:58:14,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57393602,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM212398,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,United States,,,,,,,,2,,,,,,,,,,,,,1977-02-02,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,Brown Field,,,,,,,,,,,,2,,,,,,,,,,8cdb09b5-da69-4d3d-9e63-65388e9c05dd,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,33,,,,,,,156015,,,,,,,,,,II-2-77,,,,,,,,,,,1977,,,,,,urn:uuid:8cdb09b5-da69-4d3d-9e63-65388e9c05dd,,,,,,,,,,,,
8ec5250d-2fb0-430c-b412-add854fec9b7,,,,,,,,,,,,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",Pieris rapae (YPM ENT 815476),,http://creativecommons.org/publicdomain/zero/1.0/,2022-03-11T21:46:29.000Z,http://collections.peabody.yale.edu/search/Record/YPM-ENT-815476,,Yale Peabody Museum,,,,,,,,,,"https://images.collections.yale.edu/iiif/2/ypm:ef366820-4769-420f-a511-279ccc9a0919/full/!1920,1920/0/default.jpg",,,,,,PreservedSpecimen,,,,YPM ENT 815476,Insecta,,ENT,,North America,,3304,Canada,,,,,1,,,3,48.997539,-123.680847,,in collection,"{ ""irn"": ""1173960"", ""media"": ""101309:ef366820-4769-420f-a511-279ccc9a0919"", ""mm_repository_id"": ""101309"", ""solr_long_lat"": ""-123.680847,48.997539"" }",,,,,,,,1966-04-03,,,,Pieridae,,,,,,,,Pieris,WGS84,,digital resource,https://geo-locate.org/web/WebGeoreflight.aspx?country=Canada&locality=Thetis+Id.+St.+of+Georgia&state=British+Columbia&v=1,GEOLocate,,,2020-04-13,,,Animalia; Arthropoda; Hexapoda; Insecta; Pterygota; Endopterygota; Lepidoptera; Ditrysia; Papilionoidea; Pieridae; Pierinae,North America; Canada; British Columbia,,,,,,,,,,1,,,,YPM,,,,Animalia,,,,,,,,,,"Thetis Island, near S.E. Vancouver Island",,,,,,,,,,,,4,,,,,,,ICZN,,,urn:uuid:633924ce-87bd-49a7-979c-0c4c265313aa,ENT number 815476; lot count 1,,Lepidoptera,,,,,,,,,YPM,,,,Arthropoda,,,Pieris rapae,,Robert J. Guppy,,,,,,,,,,,Pieris rapae,(L.),,,rapae,,British Columbia,,,,,,,Species,Animals and Plants: Invertebrates - Insects,,,,,,,,,,,,,,,,sulphurs and whites; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals,,,1966,,,,,,,,,,,,,,,,,,
ca1321e7-29e8-4339-85e7-4357ac4e8aeb,,,,,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,,2021-11-15 13:04:46,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57392596,,San Diego Natural History Museum,,,,,,,,,,,,,,,,PreservedSpecimen,,,,SDNHM211282,Insecta,,SDMC,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,Sweden,,,,,,,,22,,,,,,,,,,,,,1972-07-22,,,,Pieridae,,,,,,,,Pieris,,,,,,,,,,,,,,,,,,,,,,,,,,SDNHM,,,,Animalia,,,,,,,Adult,,,"Stanga, Gotland",,,,,,,,,,,,7,,,,,,,,,,174f4a05-fe7d-49fe-8dc1-33618cb7a589,,,Lepidoptera,,,,,,,,,,,,,Arthropoda,,Pinned,,,W. Wahlstedt,,,,,,,,,,,Pieris rapae,"(Linnaeus, 1758)",,,rapae,204,,,,,,,156015,,,,,,,,,,22-7-1972,,,,,,,,,,,1972,,,,,,urn:uuid:174f4a05-fe7d-49fe-8dc1-33618cb7a589,,,,,,,,,,,,
