coreid,ac:accessURI,idigbio:dateModified,idigbio:dataQualityScore,idigbio:etag,idigbio:flags,dcterms:format,idigbio:hasSpecimen,ac:licenseLogoURL,idigbio:mediaType,dcterms:modified,idigbio:recordIds,idigbio:records,idigbio:recordsets,dcterms:rights,ac:tag,dc:type,idigbio:uuid,idigbio:version,xmpRights:WebStatement,exif:PixelXDimension,exif:PixelYDimension
04b48a5b-0515-4791-ae5f-f20e728fa86f,"https://images.collections.yale.edu/iiif/2/ypm:513c59fc-6c27-411c-b875-155455091114/full/!1920,1920/0/default.jpg",2022-12-07T01:18:52.358259+00:00,0.5454545454545454,9179e0d1156ff643f44d3b7b3777626b49583539,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""6b5e29d3-b462-44d8-ba38-d68af5088067\\media\\urn:uuid:513c59fc-6c27-411c-b875-155455091114""]","[""04b48a5b-0515-4791-ae5f-f20e728fa86f""]",6b5e29d3-b462-44d8-ba38-d68af5088067,CC0,,stillimage,dbb7fa24-92bf-4102-a101-d3729d38d42b,,http://creativecommons.org/publicdomain/zero/1.0/,,
170b9757-7b12-42fe-9c39-7dfe98703f2a,"https://images.collections.yale.edu/iiif/2/ypm:5bf37d54-335c-4748-bf2b-e746c38c4f0e/full/!1920,1920/0/default.jpg",2022-12-07T01:18:52.358259+00:00,0.5454545454545454,87e35206dcc4bd12b3cc0f758b2f7cc4ebb3934f,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""6b5e29d3-b462-44d8-ba38-d68af5088067\\media\\urn:uuid:5bf37d54-335c-4748-bf2b-e746c38c4f0e""]","[""170b9757-7b12-42fe-9c39-7dfe98703f2a""]",6b5e29d3-b462-44d8-ba38-d68af5088067,CC0,,stillimage,2197a96a-3f5f-4082-b7dc-95762bbc6028,,http://creativecommons.org/publicdomain/zero/1.0/,,
f127cbd7-b6a6-43b5-ac46-5c155e010b5c,"https://images.collections.yale.edu/iiif/2/ypm:3a2d5b8b-3cd1-4556-8673-3c44d767cd89/full/!1920,1920/0/default.jpg",2022-12-07T01:18:52.358259+00:00,0.5454545454545454,e2b40c785c13fa6966c353aeb5e6f1546f09a91d,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""6b5e29d3-b462-44d8-ba38-d68af5088067\\media\\urn:uuid:3a2d5b8b-3cd1-4556-8673-3c44d767cd89""]","[""f127cbd7-b6a6-43b5-ac46-5c155e010b5c""]",6b5e29d3-b462-44d8-ba38-d68af5088067,CC0,,stillimage,be2668f0-d56c-4494-aa31-d4e42ef98a82,,http://creativecommons.org/publicdomain/zero/1.0/,,
56561509-050d-4b6f-8430-2503bffd3f05,"https://images.collections.yale.edu/iiif/2/ypm:11dcc29f-0836-4c33-8d37-595f0f0aa90d/full/!1920,1920/0/default.jpg",2022-12-07T01:18:52.358259+00:00,0.5454545454545454,194783adb5a725b3ba274fa2097be4b716da380a,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""6b5e29d3-b462-44d8-ba38-d68af5088067\\media\\urn:uuid:11dcc29f-0836-4c33-8d37-595f0f0aa90d""]","[""56561509-050d-4b6f-8430-2503bffd3f05""]",6b5e29d3-b462-44d8-ba38-d68af5088067,CC0,,stillimage,01181ee7-ae2a-4d6b-8f42-d86fcd52e2a1,,http://creativecommons.org/publicdomain/zero/1.0/,,
29305b96-a2c9-4f80-ac09-327a572df845,"https://images.collections.yale.edu/iiif/2/ypm:0de2ee20-32a3-4838-bbea-56cb74774ba2/full/!1920,1920/0/default.jpg",2022-12-07T01:18:52.358259+00:00,0.5454545454545454,cec8e0551094451b66da55f654fecd6b2be73ac7,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""6b5e29d3-b462-44d8-ba38-d68af5088067\\media\\urn:uuid:0de2ee20-32a3-4838-bbea-56cb74774ba2""]","[""29305b96-a2c9-4f80-ac09-327a572df845""]",6b5e29d3-b462-44d8-ba38-d68af5088067,CC0,,stillimage,8b9aca2d-78c1-473d-a3f2-a90cac4a6a3d,,http://creativecommons.org/publicdomain/zero/1.0/,,
4e3e62f7-6c4c-4a32-9687-b91435ebbacc,https://scan-bugs.org:443/imglib/scan/misc/202102/SDNHM175796.JPG,2021-05-20T21:27:45.124285+00:00,0.45454545454545453,f640aeed9dc91aca07d6b40e16b7d7f8d5b51070,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""urn:uuid:1c6d5656-52bf-40b2-b687-c84dfc7543c2"", ""e48bb88f-9594-461e-8230-522a3a5572fe\\media\\https://scan-bugs.org:443/imglib/scan/misc/202102/sdnhm175796.jpg""]","[""4e3e62f7-6c4c-4a32-9687-b91435ebbacc""]",e48bb88f-9594-461e-8230-522a3a5572fe,BY-NC-SA,,,e2739737-09ed-481a-b764-deb2e890cd2c,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
3a44b161-41a0-4f1c-90da-ced6086aee25,https://scan-bugs.org:443/imglib/scan/misc/202110/SDNHM211292.jpg,2021-11-03T11:28:10.940434+00:00,0.45454545454545453,ed47e60592d9d054248815d871aee4ef15cada47,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""e48bb88f-9594-461e-8230-522a3a5572fe\\media\\https://scan-bugs.org:443/imglib/scan/misc/202110/sdnhm211292.jpg"", ""urn:uuid:4523ba93-a355-40b5-869f-1e6b543cbf42""]","[""3a44b161-41a0-4f1c-90da-ced6086aee25""]",e48bb88f-9594-461e-8230-522a3a5572fe,BY-NC-SA,,,0fee315c-ec89-4b57-8e38-f27a14f100d0,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
6c2a36d7-6c64-41d6-a837-8a17659aa06c,https://scan-bugs.org:443/imglib/scan/misc/202110/SDNHM211321.jpg,2021-11-03T11:28:10.940434+00:00,0.45454545454545453,a21ce134dae344088c971e55475cd41210517b2f,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""e48bb88f-9594-461e-8230-522a3a5572fe\\media\\https://scan-bugs.org:443/imglib/scan/misc/202110/sdnhm211321.jpg"", ""urn:uuid:e8117335-0e15-4992-b5f4-a5486e73a946""]","[""6c2a36d7-6c64-41d6-a837-8a17659aa06c""]",e48bb88f-9594-461e-8230-522a3a5572fe,BY-NC-SA,,,03c9d765-ddd9-4840-8e33-c0a52d36d05f,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
eec25c3c-d6b9-4a84-b95d-abbaa70ae89d,https://scan-bugs.org:443/imglib/scan/misc/202110/SDNHM212384.JPG,2021-11-03T11:28:10.940434+00:00,0.45454545454545453,5ef04565cd0bdc1bb5d651538dec3adad6acfa69,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""e48bb88f-9594-461e-8230-522a3a5572fe\\media\\https://scan-bugs.org:443/imglib/scan/misc/202110/sdnhm212384.jpg"", ""urn:uuid:f587c63e-529c-473b-ad94-57681feaa4f8""]","[""eec25c3c-d6b9-4a84-b95d-abbaa70ae89d""]",e48bb88f-9594-461e-8230-522a3a5572fe,BY-NC-SA,,,dd6e223c-1587-4f2c-b6ec-2ef62006c7bd,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
dd20e736-c723-44e9-9eaa-e6de31bf50a4,https://scan-bugs.org:443/imglib/scan/misc/202110/SDNHM212387.JPG,2021-11-03T11:28:10.940434+00:00,0.45454545454545453,39ad98ef41b1d427d168c56a2a2299a1e1159dc9,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""e48bb88f-9594-461e-8230-522a3a5572fe\\media\\https://scan-bugs.org:443/imglib/scan/misc/202110/sdnhm212387.jpg"", ""urn:uuid:320d0149-3720-4ef6-8baa-6bc7c32e0210""]","[""dd20e736-c723-44e9-9eaa-e6de31bf50a4""]",e48bb88f-9594-461e-8230-522a3a5572fe,BY-NC-SA,,,fbc89796-160f-4cde-b9eb-350e8305de57,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
