coreid,Iptc4xmpExt:CountryName,Iptc4xmpExt:LocationCreated,Iptc4xmpExt:LocationShown,Iptc4xmpExt:ProvinceState,Iptc4xmpExt:WorldRegion,ac:IDofContainingCollection,ac:accessURI,ac:associatedObservationReference,ac:associatedSpecimenReference,ac:attributionLogoURL,ac:bestQualityAccessURI,ac:bestQualityFormat,ac:caption,ac:captureDevice,ac:comments,ac:derivedFrom,ac:digitizationDate,ac:fundingAttribution,ac:furtherInformationURL,ac:goodQualityAccessURI,ac:hasServiceAccessPoint,ac:hashFunction,ac:hashValue,ac:licenseLogoURL,ac:metadataCreator,ac:metadataLanguage,ac:metadataLanguageLiteral,ac:metadataProvider,ac:metadataProviderLiteral,ac:physicalSetting,ac:provider,ac:providerID,ac:providerLiteral,ac:providerManagedID,ac:relatedResourceID,ac:resourceCreationTechnique,ac:serviceExpectation,ac:subjectCategoryVocabulary,ac:subjectOrientation,ac:subjectPart,ac:subtype,ac:subtypeLiteral,ac:tag,ac:taxonCount,ac:taxonCoverage,ac:thumbnailAccessURI,ac:variant,ac:variantLiteral,dc:creator,dc:format,dc:language,dc:rights,dc:source,dc:type,dcterms:accessRights,dcterms:audience,dcterms:available,dcterms:created,dcterms:creator,dcterms:description,dcterms:format,dcterms:identifier,dcterms:language,dcterms:license,dcterms:modified,dcterms:publisher,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:temporal,dcterms:title,dcterms:type,dwc:Identification,dwc:associatedOccurrences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:catalogNumber,dwc:collectionCode,dwc:collectionID,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:county,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:eventDate,dwc:family,dwc:genus,dwc:geodeticDatum,dwc:georeferencedBy,dwc:habitat,dwc:higherClassification,dwc:identificationQualifier,dwc:identifiedBy,dwc:institutionCode,dwc:kingdom,dwc:lifeStage,dwc:locality,dwc:minimumElevationInMeters,dwc:month,dwc:municipality,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:order,dwc:otherCatalogNumbers,dwc:phylum,dwc:preparations,dwc:recordNumber,dwc:recordedBy,dwc:scientificName,dwc:scientificNameAuthorship,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:taxonID,dwc:taxonRank,dwc:verbatimElevation,dwc:vernacularName,dwc:year,exif:PixelXDimension,exif:PixelYDimension,idigbio:OriginalFileName,idigbio:associatedRecordReference,idigbio:associatedRecordsetReference,idigbio:mediaStatus,idigbio:mediaStatusDate,idigbio:recordId,photoshop:Credit,symbiota:recordEnteredBy,symbiota:recordID,xmp:CreateDate,xmp:MetadataDate,xmpRights:Owner,xmpRights:UsageTerms,xmpRights:WebStatement
6db097cb-e48d-43fc-8955-525bedb5bd6c,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002164_1517422802_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=31474150,,,,,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002164_1517422802.jpg,,,,,,en,,,,,,,,urn:uuid:ec283aff-9a6c-4b2d-bf45-62106f72106c,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002164_1517422802_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002164_1517422802_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-31 11:20:02,"Virginia Tech, Department of Entomology",CC0 1.0 (Public-domain),http://creativecommons.org/publicdomain/zero/1.0/
519d4e1c-fc69-4d26-8977-0aaeaeffb708,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002171_1517428767_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=31476798,,,,,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002171_1517428767.jpg,,,,,,en,,,,,,,,urn:uuid:3e3682c2-a100-47fc-a07c-a1ff3ad65d2c,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002171_1517428767_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002171_1517428767_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-31 12:59:28,"Virginia Tech, Department of Entomology",CC0 1.0 (Public-domain),http://creativecommons.org/publicdomain/zero/1.0/
83d6e8bf-a920-4d24-b21f-565e665c1b87,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002173_1517428833_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=31476802,,,,,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002173_1517428833.jpg,,,,,,en,,,,,,,,urn:uuid:1f79dbb8-1ea3-4ca4-9240-949bc0f82f51,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002173_1517428833_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002173_1517428833_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-31 13:00:34,"Virginia Tech, Department of Entomology",CC0 1.0 (Public-domain),http://creativecommons.org/publicdomain/zero/1.0/
229a4a1a-ba5d-426f-b9f7-f32e4c8e73e9,,,,,,,https://api.idigbio.org/v2/media/16985cfdcda3fb32a138cb2458f526e4?size=fullsize,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13117215,,,,,,,,,,,https://api.idigbio.org/v2/media/16985cfdcda3fb32a138cb2458f526e4?size=webview,,,,,,en,,,,,,,,urn:uuid:ed1bdfc6-ab84-44b8-aef1-4c683a02a210,,,,,,,Photograph,,,,,https://api.idigbio.org/v2/media/16985cfdcda3fb32a138cb2458f526e4?size=thumbnail,,,,,,,,,,,,,,,image/jpeg,https://api.idigbio.org/v2/media/16985cfdcda3fb32a138cb2458f526e4?size=fullsize,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-27 18:41:10,Natural History Museum of Utah,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by-nc/4.0/
229a4a1a-ba5d-426f-b9f7-f32e4c8e73e9,,,,,,,https://api.idigbio.org/v2/media/52cdf06aa5b8c5ed9227e75389dcafce?size=fullsize,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=13117215,,,,,,,,,,,https://api.idigbio.org/v2/media/52cdf06aa5b8c5ed9227e75389dcafce?size=webview,,,,,,en,,,,,,,,urn:uuid:cf04468c-a0ce-4fba-b9f4-90b155241023,,,,,,,Photograph,,,,,https://api.idigbio.org/v2/media/52cdf06aa5b8c5ed9227e75389dcafce?size=thumbnail,,,,,,,,,,,,,,,image/jpeg,https://api.idigbio.org/v2/media/52cdf06aa5b8c5ed9227e75389dcafce?size=fullsize,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-27 18:41:10,Natural History Museum of Utah,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by-nc/4.0/
525e9195-ce15-4698-8d2f-cfd43c7edf2d,,,,,,,https://scan-bugs.org:443/imglib/scan/DMNS_Ento/ZE111/ZE111314_dorsal_1552605146_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=36788449,,,,,,,,,,,https://scan-bugs.org:443/imglib/scan/DMNS_Ento/ZE111/ZE111314_dorsal_1552605146.jpg,,,,,,en,,,,,,,,urn:uuid:eaf28be3-0327-4e49-ab01-0648e8fca667,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/DMNS_Ento/ZE111/ZE111314_dorsal_1552605146_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/DMNS_Ento/ZE111/ZE111314_dorsal_1552605146_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-14 16:12:27,Denver Museum of Nature & Science,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by-nc/4.0/
a33c9df9-eb6c-434c-a77e-5deb50689f2b,,,,,,,https://ecdysis.org/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002155_1517422432_lg.jpg,,https://ecdysis.org/collections/individual/index.php?occid=1726198,,,,,,,,,,,https://ecdysis.org/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002155_1517422432.jpg,,,,,,en,,,,,,,,urn:uuid:b40677bc-a19c-41fb-b900-38dedfa774e5,,,,,,,Photograph,,,,,https://ecdysis.org/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002155_1517422432_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://ecdysis.org/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002155_1517422432_lg.jpg,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-19 06:32:51,"Virginia Tech, Department of Entomology",CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),
b607628f-b628-4b15-bde0-92042a35d3de,,,,,,,https://api.idigbio.org/v2/media/b3ec9758f8899a2e1ba945af633c79d7?size=fullsize,,https://ecdysis.org/collections/individual/index.php?occid=2636589,,,,,,,,,,,https://api.idigbio.org/v2/media/b3ec9758f8899a2e1ba945af633c79d7?size=webview,,,,,,en,,,,,,,,urn:uuid:fa35f072-c1d8-4172-9eeb-02e8bdcdc636,,,,,,,Photograph,,,,,https://api.idigbio.org/v2/media/b3ec9758f8899a2e1ba945af633c79d7?size=thumbnail,,,,,,,,,,,,,,,image/jpeg,https://api.idigbio.org/v2/media/b3ec9758f8899a2e1ba945af633c79d7?size=fullsize,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-29 16:39:52,"Department of Entomology, MSU",CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),
aec6a23a-dad0-4729-a086-874d58b97bf5,,,,,,,https://scan-bugs.org:443/imglib/scan/DMNS_Ento/ZE111/ZE111361-dorsal_1552605195_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=36788615,,,,,,,,,,,https://scan-bugs.org:443/imglib/scan/DMNS_Ento/ZE111/ZE111361-dorsal_1552605195.jpg,,,,,,en,,,,,,,,urn:uuid:1b13cab2-97f1-404a-831c-858d0e69c89d,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/DMNS_Ento/ZE111/ZE111361-dorsal_1552605195_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/DMNS_Ento/ZE111/ZE111361-dorsal_1552605195_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-14 16:13:16,Denver Museum of Nature & Science,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by-nc/4.0/
6864372b-25b9-465e-91b4-67b7830d3d25,,,,,,,https://ecdysis.org/imglib/scan/DMNS_Ento/ZE111/ZE111149-dorsal_1552605089_lg.jpg,,https://ecdysis.org/collections/individual/index.php?occid=3647265,,,,,,,,,,,https://ecdysis.org/imglib/scan/DMNS_Ento/ZE111/ZE111149-dorsal_1552605089.jpg,,,,,,en,,,,,,,,urn:uuid:d97520db-fc38-4755-bb93-93aee1e9a071,,,,,,,Photograph,,,,,https://ecdysis.org/imglib/scan/DMNS_Ento/ZE111/ZE111149-dorsal_1552605089_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://ecdysis.org/imglib/scan/DMNS_Ento/ZE111/ZE111149-dorsal_1552605089_lg.jpg,,,,,,http://creativecommons.org/licenses/by-nc/4.0/,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-01 14:32:19,Denver Museum of Nature & Science,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),
1a4aec1c-1b27-4449-8612-1343329bb0ae,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211317.jpg,,https://ecdysis.org/collections/individual/index.php?occid=1681096,,,,,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211317_lg.jpg,,,,,,en,,,,,,,,urn:uuid:b2092290-8734-4961-a9a7-dbf52096ddd9,,,,,,,Photograph,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211317_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211317.jpg,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-07 14:53:09,San Diego Natural History Museum Entomology Department (SDNHM-SDMC),CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),
21df481a-0c8e-4da9-99cd-1cc30b62d7e8,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211304.jpg,,https://ecdysis.org/collections/individual/index.php?occid=1681100,,,,,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211304_lg.jpg,,,,,,en,,,,,,,,urn:uuid:bc43eac0-df41-40bb-9f37-58fe7573d91f,,,,,,,Photograph,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211304_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211304.jpg,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-07 14:53:09,San Diego Natural History Museum Entomology Department (SDNHM-SDMC),CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),
3c448141-ce3d-48a5-8d6e-ecbeafc0fca5,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211321.jpg,,https://ecdysis.org/collections/individual/index.php?occid=1681111,,,,,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211321_lg.jpg,,,,,,en,,,,,,,,urn:uuid:bb64ca93-7a4f-44ce-8777-30ddd2fb7c70,,,,,,,Photograph,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211321_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211321.jpg,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-07 14:53:09,San Diego Natural History Museum Entomology Department (SDNHM-SDMC),CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),
6f536279-f61c-4dca-ba9b-fcfad7f21eb1,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211823.jpg,,https://ecdysis.org/collections/individual/index.php?occid=1681163,,,,,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211823_lg.jpg,,,,,,en,,,,,,,,urn:uuid:af609681-c37b-4e48-ac42-f0e5ddec94ee,,,,,,,Photograph,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211823_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://ecdysis.org/imglib/scan/misc/202110/SDNHM211823.jpg,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-07 14:53:09,San Diego Natural History Museum Entomology Department (SDNHM-SDMC),CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),
c4b6d6b4-5d81-4e6f-868b-f10f4e1fcc2e,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM212392.JPG,,https://ecdysis.org/collections/individual/index.php?occid=1681264,,,,,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM212392_lg.jpg,,,,,,en,,,,,,,,urn:uuid:eda50183-86bc-4d88-b983-96a28e6868a8,,,,,,,Photograph,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM212392_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://ecdysis.org/imglib/scan/misc/202110/SDNHM212392.JPG,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-07 14:53:09,San Diego Natural History Museum Entomology Department (SDNHM-SDMC),CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),
ab2dd96f-1eb9-48e3-b4db-79e05015d7d1,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM214721.jpg,,https://ecdysis.org/collections/individual/index.php?occid=1681441,,,,,,,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM214721.jpg,,,,,,en,,,,,,,,urn:uuid:856f5a04-5ac3-4eaa-b506-cf8b8f09d8d6,,,,,,,Photograph,,,,,https://ecdysis.org/imglib/scan/misc/202110/SDNHM214721_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://ecdysis.org/imglib/scan/misc/202110/SDNHM214721.jpg,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-07 14:53:09,San Diego Natural History Museum Entomology Department (SDNHM-SDMC),CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),
4f3d068e-4379-4cf1-b4e1-538552aae320,,,,,,,https://api.idigbio.org/v2/media/ca6f5834a972a0d3a7fa2ff51f3e53cb?size=fullsize,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=26106598,,,,,,,,,,,https://api.idigbio.org/v2/media/ca6f5834a972a0d3a7fa2ff51f3e53cb?size=webview,,,,,,en,,,,,,,,urn:uuid:2677a243-bed1-4a12-b201-284ec067bd8a,,,,,,,Photograph,,,,,https://api.idigbio.org/v2/media/ca6f5834a972a0d3a7fa2ff51f3e53cb?size=thumbnail,,,,,,,,,,,,,,,image/jpeg,https://api.idigbio.org/v2/media/ca6f5834a972a0d3a7fa2ff51f3e53cb?size=fullsize,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-06 12:48:52,Davidson College,CC0 1.0 (Public-domain),http://creativecommons.org/publicdomain/zero/1.0/
4f35db49-14d9-42c2-813e-9104f139c010,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002176_1517428929_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=31476849,,,,,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002176_1517428929.jpg,,,,,,en,,,,,,,,urn:uuid:6569292f-500a-4e44-b69a-c8e62045b6b8,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002176_1517428929_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002176_1517428929_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-31 13:02:10,"Virginia Tech, Department of Entomology",CC0 1.0 (Public-domain),http://creativecommons.org/publicdomain/zero/1.0/
b029d252-a181-4335-9172-9551e76285ca,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002145_1517254159_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=31466100,,,,,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002145_1517254159.jpg,,,,,,en,,,,,,,,urn:uuid:cb2574cc-780d-40dd-9614-91d52ea16a11,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002145_1517254159_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002145_1517254159_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-29 12:29:20,"Virginia Tech, Department of Entomology",CC0 1.0 (Public-domain),http://creativecommons.org/publicdomain/zero/1.0/
5858946c-9f23-4769-b09f-d3edb012b6b3,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002151_1517254399_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=31466135,,,,,,,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002151_1517254399.jpg,,,,,,en,,,,,,,,urn:uuid:3ff6e053-877d-4189-a434-4aeb11729235,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002151_1517254399_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/VPI_VTEC/VTEC000002/VTEC000002151_1517254399_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-29 12:33:20,"Virginia Tech, Department of Entomology",CC0 1.0 (Public-domain),http://creativecommons.org/publicdomain/zero/1.0/
2cdb8b2a-5cff-4d29-b158-74e6706cdd3b,,,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061662_1480625046_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=23780071,,,,Pieris rapae,,Photo captured on smartphone,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061662_1480625046.jpg,,,,,,en,,,,,,,,urn:uuid:a78b2563-b065-4268-a805-cab3346f272e,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061662_1480625046_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061662_1480625046_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01 13:44:06,Charles Bartlett,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by-nc/4.0/
2cdb8b2a-5cff-4d29-b158-74e6706cdd3b,,,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061662_2_1480625111_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=23780071,,,,Pieris rapae,,Photo captured on smartphone,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061662_2_1480625111.jpg,,,,,,en,,,,,,,,urn:uuid:36322b09-729e-4201-8503-9b3c153138a7,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061662_2_1480625111_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061662_2_1480625111_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01 13:45:12,Charles Bartlett,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by-nc/4.0/
ff0cac05-fb49-42e5-bea5-c3f7e9153d4c,,,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061663_1480625271_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=23780072,,,,Pieris rapae,,Photo captured on smartphone,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061663_1480625271.jpg,,,,,,en,,,,,,,,urn:uuid:1c25527d-056f-4dcb-b5b6-8068a36ca07e,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061663_1480625271_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061663_1480625271_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01 13:47:52,Charles Bartlett,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by-nc/4.0/
ff0cac05-fb49-42e5-bea5-c3f7e9153d4c,,,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061663_2_1480625326_lg.jpg,,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=23780072,,,,Pieris rapae,,Photo captured on smartphone,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061663_2_1480625326.jpg,,,,,,en,,,,,,,,urn:uuid:d8910733-0413-4d39-a9b7-87a61f5be664,,,,,,,Photograph,,,,,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061663_2_1480625326_tn.jpg,,,,,,,,,,,,,,,image/jpeg,https://scan-bugs.org:443/imglib/scan/UD_UDCC/UDCC_TCN00061/UDCC_TCN_00061663_2_1480625326_lg.jpg,,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01 13:48:46,Charles Bartlett,CC BY-NC-SA (Attribution-NonCommercial-ShareAlike),http://creativecommons.org/licenses/by-nc/4.0/
