coreid,idigbio:associatedsequences,idigbio:barcodeValue,dwc:basisOfRecord,dwc:bed,gbif:canonicalName,dwc:catalogNumber,dwc:class,dwc:collectionCode,dwc:collectionID,idigbio:collectionName,dwc:recordedBy,dwc:vernacularName,idigbio:commonnames,dwc:continent,dwc:coordinateUncertaintyInMeters,dwc:country,idigbio:isoCountryCode,dwc:county,dwc:datasetID,idigbio:eventDate,idigbio:dateModified,idigbio:dataQualityScore,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,idigbio:etag,dwc:eventDate,dwc:family,dwc:fieldNumber,idigbio:flags,dwc:formation,dwc:genus,dwc:geologicalContextID,idigbio:geoPoint,dwc:group,idigbio:hasImage,idigbio:hasMedia,dwc:higherClassification,dwc:highestBiostratigraphicZone,dwc:individualCount,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,idigbio:institutionName,dwc:kingdom,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lithostratigraphicTerms,dwc:locality,dwc:lowestBiostratigraphicZone,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,idigbio:mediarecords,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:municipality,dwc:occurrenceID,dwc:order,dwc:phylum,idigbio:recordIds,dwc:recordNumber,idigbio:recordset,dwc:scientificName,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:taxonID,dwc:taxonomicStatus,dwc:taxonRank,dwc:typeStatus,idigbio:uuid,dwc:verbatimEventDate,dwc:verbatimLocality,idigbio:version,dwc:waterBody
1cc9f0b3-310e-489d-90ea-33a9b46bbc94,,,preservedspecimen,,pieris rapae,umnh.ent.0042321,insecta,ent,5f2db060-4711-4881-95f7-1c58b0c48df4,,jacque wolfe,,,north america,241.0,united states,usa,salt lake,7ddf754f-d193-4cc9-b351-99906754a03b,1992-04-01T00:00:00+00:00,2024-01-31T22:09:43.368248+00:00,0.3188405797101449,,,,,,a078ab9392e47976e54975501ebbf65c78be6c3d,1992-04-01,pieridae,,"[""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""gbif_taxon_corrected"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_originalnameusageid_added"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]",,pieris,,"{""lat"": 40.77612, ""lon"": -111.837135}",,true,true,animalia|arthropoda|hexapoda|insecta|pterygota|neoptera|lepidoptera|papilionoidea|pieridae|pierinae|pierini|pierina|pieris|rapae group,,,,umnh,,,animalia,,,,,,,u of utah medical center,,,,"[""54c260bc-a2eb-458d-81ed-9e776ecbb3e8""]",,,1585.0,,fbe7c3d0-7550-4bb8-8f88-35d42a90f32a,lepidoptera,arthropoda,"[""ea8f632f-3fe7-40f2-8a10-a7c2970c6752\\fbe7c3d0-7550-4bb8-8f88-35d42a90f32a"", ""ea8f632f-3fe7-40f2-8a10-a7c2970c6752\\1404426""]",,ea8f632f-3fe7-40f2-8a10-a7c2970c6752,pieris rapae,rapae,92,utah,1920496,accepted,species,,1cc9f0b3-310e-489d-90ea-33a9b46bbc94,1992-4-1,,,
413101c7-9552-4bbf-8bdc-64269326e174,,,preservedspecimen,,pieris rapae,sdnhm212343,insecta,sdmc,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,j.d. lang,,,north america,,united states,usa,riverside,7ddf754f-d193-4cc9-b351-99906754a03b,1979-05-15T00:00:00+00:00,2022-04-27T13:15:12.962009+00:00,0.2463768115942029,,,,,,c26f6702178699288ddc70cd2dfd7c7460b40f2f,1979-05-15,pieridae,,"[""dwc_taxonrank_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_originalnameusageid_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_continent_added"", ""taxon_match_failed""]",,pieris,,,,true,true,,,,,sdnhm,,,animalia,,,,,,,4 miles north of lake elsinore,,,,"[""c9b4afb5-5cf6-4c84-843b-87efb0ed3753""]",,,,,241d5db6-5809-4e98-864a-e73f36f00b36,lepidoptera,arthropoda,"[""e48bb88f-9594-461e-8230-522a3a5572fe\\57393558"", ""e48bb88f-9594-461e-8230-522a3a5572fe\\241d5db6-5809-4e98-864a-e73f36f00b36"", ""urn:uuid:241d5db6-5809-4e98-864a-e73f36f00b36""]",,e48bb88f-9594-461e-8230-522a3a5572fe,pieris rapae,rapae,135,california,1920496,accepted,species,,413101c7-9552-4bbf-8bdc-64269326e174,15-v-1979,,,
ca924865-1d5d-4b34-9bd2-d949c094cdef,,,preservedspecimen,,pieris rapae,sdnhm211358,insecta,sdmc,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,faulkner | powell,,,north america,,united states,usa,los angeles,7ddf754f-d193-4cc9-b351-99906754a03b,1980-04-12T00:00:00+00:00,2021-11-03T11:28:10.940434+00:00,0.2463768115942029,,,,,,62c8f4b1dd9efce428aff238843c5aa9859beac5,1980-04-12,pieridae,,"[""dwc_taxonrank_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_originalnameusageid_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_continent_added"", ""taxon_match_failed""]",,pieris,,,,true,true,,,,,sdnhm,,,animalia,,,,,,,"san clemente island, mount thirst",,,,"[""4d9452c6-d908-4a5d-93f6-d8c183df062a""]",,,,,9703629c-9632-45ad-bb67-22c30f4839c2,lepidoptera,arthropoda,"[""urn:uuid:9703629c-9632-45ad-bb67-22c30f4839c2"", ""e48bb88f-9594-461e-8230-522a3a5572fe\\9703629c-9632-45ad-bb67-22c30f4839c2"", ""e48bb88f-9594-461e-8230-522a3a5572fe\\57392675""]",,e48bb88f-9594-461e-8230-522a3a5572fe,pieris rapae,rapae,103,california,1920496,accepted,species,,ca924865-1d5d-4b34-9bd2-d949c094cdef,12 april 1980,,,
fe117686-087a-403b-8a16-06fbc28a27e3,,,preservedspecimen,,pieris rapae,ypm ent 815158,insecta,ent,,,robert j. guppy,sulphurs and whites; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals,"[""sulphurs and whites; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals""]",north america,3304,canada,can,,7ddf754f-d193-4cc9-b351-99906754a03b,1967-08-25T00:00:00+00:00,2022-12-07T01:18:52.358259+00:00,0.2608695652173913,,,,,,7e1e706d97b2ee7db5a3981fbdf15ab8552126c0,1967-08-25,pieridae,,"[""rev_geocode_eez"", ""gbif_vernacularname_added"", ""gbif_reference_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_taxonid_added"", ""gbif_genericname_added"", ""gbif_taxon_corrected"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_originalnameusageid_added"", ""dwc_datasetid_replaced"", ""taxon_match_failed""]",,pieris,,"{""lat"": 48.997539, ""lon"": -123.680847}",,true,true,animalia; arthropoda; hexapoda; insecta; pterygota; endopterygota; lepidoptera; ditrysia; papilionoidea; pieridae; pierinae,,1,,ypm,,,animalia,,,,,,,"thetis island, near s.e. vancouver island",,,,"[""80d0f4b9-9b3b-4144-9311-09ff15d387b7""]",,,,,urn:uuid:03c4fb36-470e-49c1-b8d2-fc59c9a3a55d,lepidoptera,arthropoda,"[""6b5e29d3-b462-44d8-ba38-d68af5088067\\urn:uuid:03c4fb36-470e-49c1-b8d2-fc59c9a3a55d""]",,6b5e29d3-b462-44d8-ba38-d68af5088067,pieris rapae,rapae,237,british columbia,1920496,accepted,species,,fe117686-087a-403b-8a16-06fbc28a27e3,,,,
19302861-176f-4706-817d-c25483586836,,,preservedspecimen,,pieris rapae,sdnhm211317,insecta,sdmc,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,j. powell,,,north america,50000,united states,usa,san diego,7ddf754f-d193-4cc9-b351-99906754a03b,1949-04-12T00:00:00+00:00,2023-01-25T12:49:43.173424+00:00,0.2608695652173913,,,,,,c1b1f8d57647be6895c6816c5792f50fe98141f4,1949-04-12,pieridae,,"[""geopoint_datum_missing"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_continent_added"", ""gbif_genericname_added"", ""dwc_originalnameusageid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_taxonomicstatus_added"", ""taxon_match_failed""]",,pieris,,"{""lat"": 32.715585, ""lon"": -117.161104}",,true,true,,,,,sdnhm,,,animalia,,,,,,,san diego,,,,"[""b9631d90-fe42-44d6-8a35-4d524abf09c2""]",,,,,dc5cb9e7-2aba-4d32-b7af-e14fc873a9a6,lepidoptera,arthropoda,"[""e48bb88f-9594-461e-8230-522a3a5572fe\\57392634"", ""e48bb88f-9594-461e-8230-522a3a5572fe\\dc5cb9e7-2aba-4d32-b7af-e14fc873a9a6"", ""urn:uuid:dc5cb9e7-2aba-4d32-b7af-e14fc873a9a6""]",,e48bb88f-9594-461e-8230-522a3a5572fe,pieris rapae,rapae,102,california,1920496,accepted,species,,19302861-176f-4706-817d-c25483586836,4/12/49,,,
7fb584e6-d17a-4c7d-b64f-7c0c2c2bb2c9,,,preservedspecimen,,pieris rapae,sdnhm211825,insecta,sdmc,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,f.w. kelsey,,,north america,50000,united states,usa,san diego,7ddf754f-d193-4cc9-b351-99906754a03b,1928-01-19T00:00:00+00:00,2023-01-25T12:49:43.173424+00:00,0.2753623188405797,,,,,,fc9f21dda9d59f2fc653381f84a293298acf9258,1928-01-19,pieridae,,"[""geopoint_datum_missing"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_continent_added"", ""gbif_genericname_added"", ""dwc_originalnameusageid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_taxonomicstatus_added"", ""taxon_match_failed""]",,pieris,,"{""lat"": 32.715585, ""lon"": -117.161104}",,true,true,,,,,sdnhm,,,animalia,,,,,,,san diego,,,,"[""0e1e2bd7-75d0-421e-8074-265c371a5395""]",,,,,c2b0eee5-ab45-4711-8912-3956cf41b24b,lepidoptera,arthropoda,"[""e48bb88f-9594-461e-8230-522a3a5572fe\\c2b0eee5-ab45-4711-8912-3956cf41b24b"", ""urn:uuid:c2b0eee5-ab45-4711-8912-3956cf41b24b"", ""e48bb88f-9594-461e-8230-522a3a5572fe\\57392700""]","680, 10644",e48bb88f-9594-461e-8230-522a3a5572fe,pieris rapae,rapae,19,california,1920496,accepted,species,,7fb584e6-d17a-4c7d-b64f-7c0c2c2bb2c9,1/19 - 3/11 -28,,,
bc218d40-afc9-470b-9166-9ea43a8408fe,,,preservedspecimen,,pieris rapae,sdnhm211831,insecta,sdmc,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,f.w. kelsey,,,north america,50000,united states,usa,san diego,7ddf754f-d193-4cc9-b351-99906754a03b,1928-01-19T00:00:00+00:00,2023-01-25T12:49:43.173424+00:00,0.2753623188405797,,,,,,e2cd0d00af73b091ec40433e1a8b12f17ff7cd65,1928-01-19,pieridae,,"[""geopoint_datum_missing"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_continent_added"", ""gbif_genericname_added"", ""dwc_originalnameusageid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_taxonomicstatus_added"", ""taxon_match_failed""]",,pieris,,"{""lat"": 32.715585, ""lon"": -117.161104}",,true,true,,,,,sdnhm,,,animalia,,,,,,,san diego,,,,"[""f6c99128-4f23-4e6b-8234-9c01007d94da""]",,,,,fc16c04e-7ca7-4500-b7f4-64ec797a4c85,lepidoptera,arthropoda,"[""e48bb88f-9594-461e-8230-522a3a5572fe\\57393769"", ""e48bb88f-9594-461e-8230-522a3a5572fe\\fc16c04e-7ca7-4500-b7f4-64ec797a4c85"", ""urn:uuid:fc16c04e-7ca7-4500-b7f4-64ec797a4c85""]","680, 10643",e48bb88f-9594-461e-8230-522a3a5572fe,pieris rapae,rapae,19,california,1920496,accepted,species,,bc218d40-afc9-470b-9166-9ea43a8408fe,1/19-8/11-28,,,
f318cd9a-183f-4786-830c-efb3e7920118,,,preservedspecimen,,pieris rapae,ypm ent 815160,insecta,ent,,,thomas r. manley,sulphurs and whites; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals,"[""sulphurs and whites; butterflies; butterflies and moths; winged insects; insects; hexapods; arthropods; animals""]",north america,301,united states,usa,schuylkill county,7ddf754f-d193-4cc9-b351-99906754a03b,1968-06-21T00:00:00+00:00,2022-12-07T01:18:52.358259+00:00,0.2753623188405797,,,,,,bec2c53f5e8ba7ee85fe4cf2abc6b5f0f5ce28c6,1968-06-21,pieridae,,"[""dwc_country_replaced"", ""gbif_vernacularname_added"", ""gbif_reference_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_taxonid_added"", ""gbif_genericname_added"", ""gbif_taxon_corrected"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_originalnameusageid_added"", ""dwc_datasetid_replaced"", ""taxon_match_failed""]",,pieris,,"{""lat"": 40.660363, ""lon"": -76.68941}",,true,true,animalia; arthropoda; hexapoda; insecta; pterygota; endopterygota; lepidoptera; ditrysia; papilionoidea; pieridae; pierinae,,1,,ypm,,,animalia,,,,,,,klingerstown,,,,"[""d262be8f-ec07-4e13-8a37-d71ad8f65876""]",,,,,urn:uuid:8ec61ec5-4bf9-40ab-aec6-08fcf0ababbe,lepidoptera,arthropoda,"[""6b5e29d3-b462-44d8-ba38-d68af5088067\\urn:uuid:8ec61ec5-4bf9-40ab-aec6-08fcf0ababbe""]",,6b5e29d3-b462-44d8-ba38-d68af5088067,pieris rapae,rapae,173,pennsylvania,1920496,accepted,species,,f318cd9a-183f-4786-830c-efb3e7920118,,,,
2264e62b-abcc-4fcd-a3a9-3a0014c2cbd0,,,preservedspecimen,,pieris rapae,ttrs-l#228,insecta,ttrslep,e2bad816-fb41-481e-91e6-09e2a059efac,,,,,north america,,united states,usa,,7ddf754f-d193-4cc9-b351-99906754a03b,1922-07-01T00:00:00+00:00,2021-01-01T08:23:36.589856+00:00,0.21739130434782608,,,,,,a9fccd4e5bcfda5a4d60ec8715d4d9755ddf9236,1922-07-01,pieridae,,"[""dwc_taxonrank_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_originalnameusageid_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_continent_added"", ""taxon_match_failed""]",,pieris,,,,true,true,,,,,ttrsnhm,,,animalia,,,,,,,macon,,,,"[""c74c580d-56f2-4a48-923e-e3ef4f1d4182"", ""f082988c-1bc7-44d6-b796-a494bc32660d""]",,,,,urn:uuid:03ec682f-4e19-4615-a266-879c73ab14ba,lepidoptera,arthropoda,"[""ef30a918-b583-41f1-9ac4-4a37591b515a\\urn:uuid:03ec682f-4e19-4615-a266-879c73ab14ba"", ""urn:uuid:17a70ba7-d40f-4cb0-9fc7-48c34eb9ca64"", ""ef30a918-b583-41f1-9ac4-4a37591b515a\\21376938""]",,ef30a918-b583-41f1-9ac4-4a37591b515a,pieris rapae,rapae,182,georgia,1920496,accepted,species,,2264e62b-abcc-4fcd-a3a9-3a0014c2cbd0,1922-7-1,,,
ebc6f0d1-3673-4d1c-b92d-8731c75ebf30,,,preservedspecimen,,pieris rapae,umnh.ent.0035034,insecta,ent,5f2db060-4711-4881-95f7-1c58b0c48df4,,james r.m. pearce,,,north america,590.0,united states,usa,salt lake,7ddf754f-d193-4cc9-b351-99906754a03b,1953-07-04T00:00:00+00:00,2024-01-31T22:09:43.368248+00:00,0.30434782608695654,,,,,,79256761b215540daac46de5a289976b4790af2d,1953-07-04,pieridae,,"[""gbif_reference_added"", ""dwc_taxonid_replaced"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""gbif_taxon_corrected"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_originalnameusageid_added"", ""taxon_match_failed""]",,pieris,,"{""lat"": 40.7264, ""lon"": -111.768238}",,true,true,animalia|arthropoda|hexapoda|insecta|pterygota|neoptera|lepidoptera|papilionoidea|pieridae|pierinae|pierini|pierina|pieris|rapae group,,,,umnh,,,animalia,,,,,,,parley's canyon,,,,"[""0f14c45f-4370-4cdb-b09b-c980510dc3aa"", ""45d2f7f3-4d83-41da-975f-6cb506d6a771""]",,,,,bca57b82-47bb-4554-8cc9-3a8515bffb0d,lepidoptera,arthropoda,"[""ea8f632f-3fe7-40f2-8a10-a7c2970c6752\\1391570"", ""ea8f632f-3fe7-40f2-8a10-a7c2970c6752\\bca57b82-47bb-4554-8cc9-3a8515bffb0d""]",,ea8f632f-3fe7-40f2-8a10-a7c2970c6752,pieris rapae,rapae,185,utah,1920496,accepted,species,,ebc6f0d1-3673-4d1c-b92d-8731c75ebf30,1953-7-4,,,
ec2519a5-3b8b-4be0-9e05-4b1b827b65d2,,,preservedspecimen,,pieris rapae,sdnhm222498,insecta,sdmc,adfa0ab3-b6b7-45bb-8f0d-c36b097b6bd4,,,,,north america,4000,united states,usa,san diego,7ddf754f-d193-4cc9-b351-99906754a03b,1964-02-23T00:00:00+00:00,2022-12-07T01:30:49.321485+00:00,0.2463768115942029,,,,,,f4df5ecf10ab1a17f5ea67294c10fa639be2b8c2,1964-02-23,pieridae,,"[""geopoint_datum_missing"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_continent_added"", ""gbif_genericname_added"", ""dwc_originalnameusageid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_taxonomicstatus_added"", ""taxon_match_failed""]",,pieris,,"{""lat"": 32.706808, ""lon"": -117.001712}",,true,true,,,,,sdnhm,,,animalia,,,,,,,la presa,,,,"[""aaa97cb5-23ed-4e41-9eda-5656c9d3ec2b""]",,,,,b9bb1765-54ac-4488-93fc-71712752aaaa,lepidoptera,arthropoda,"[""e48bb88f-9594-461e-8230-522a3a5572fe\\57911136"", ""urn:uuid:b9bb1765-54ac-4488-93fc-71712752aaaa"", ""e48bb88f-9594-461e-8230-522a3a5572fe\\b9bb1765-54ac-4488-93fc-71712752aaaa""]",,e48bb88f-9594-461e-8230-522a3a5572fe,pieris rapae,rapae,54,california,1920496,accepted,species,,ec2519a5-3b8b-4be0-9e05-4b1b827b65d2,23feb.'64,,,
5219f824-64b1-4ac6-9330-eef263e3a4d6,,,preservedspecimen,,pieris rapae,artharch00038586,insecta,artharch,f52df103-0126-47fd-8836-934641444fcd,,thomas e. pliske,,,north america,,united states,usa,highlands county,7ddf754f-d193-4cc9-b351-99906754a03b,1966-08-25T00:00:00+00:00,2021-01-01T08:03:36.302288+00:00,0.2318840579710145,,,,,,eab544ad2902b2b273a8e853a9f8b6d79103996b,1966-08-25,pieridae,,"[""dwc_taxonrank_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_originalnameusageid_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_continent_added"", ""taxon_match_failed""]",,pieris,,,,true,true,,,2,,abs,,,animalia,,,,,,,lake placid: 5 mi. n. of jct. usa27 and fl70,,,,"[""998677df-0ca0-4c5e-92f9-ca599780df13""]",,,,,9b32b032-9d74-42ed-84e3-6fe157cacdd1,lepidoptera,arthropoda,"[""db4bb0df-8539-4617-ab5f-eb118aa3126b\\9b32b032-9d74-42ed-84e3-6fe157cacdd1"", ""urn:uuid:9b32b032-9d74-42ed-84e3-6fe157cacdd1"", ""db4bb0df-8539-4617-ab5f-eb118aa3126b\\2520ff85-884f-43d6-b032-1c69686ec4f4"", ""db4bb0df-8539-4617-ab5f-eb118aa3126b\\29706213""]",,db4bb0df-8539-4617-ab5f-eb118aa3126b,pieris rapae,rapae,237,florida,1920496,accepted,species,,5219f824-64b1-4ac6-9330-eef263e3a4d6,,,,
a33c9df9-eb6c-434c-a77e-5deb50689f2b,,,preservedspecimen,,pieris rapae,vtec000002155,insecta,vtec,71cf02fb-35ac-4d6f-955a-8996120e7627,,c. r. harris,,,north america,6618.0,united states,usa,montgomery,7ddf754f-d193-4cc9-b351-99906754a03b,1962-05-31T00:00:00+00:00,2024-05-14T20:36:46.035887+00:00,0.30434782608695654,,,,,,d71933f57c5f588bad9ffd9436030ffef935e9a0,1962-05-31,pieridae,,"[""gbif_reference_added"", ""dwc_taxonid_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""gbif_taxon_corrected"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""gbif_vernacularname_added"", ""gbif_canonicalname_added"", ""dwc_originalnameusageid_added"", ""taxon_match_failed""]",,pieris,,"{""lat"": 37.229573, ""lon"": -80.413939}",,true,true,animalia|arthropoda|hexapoda|insecta|pterygota|neoptera|lepidoptera|papilionoidea|pieridae|pierinae|pierini|pierina|pieris|rapae group,,1.0,,vpi,,,animalia,,,,,,,blacksburg,,,,"[""52f65b57-e4ed-45e6-8bc1-ca6f6ad4acf5""]",,,,,d6852fd0-3f66-4b48-bb4d-d648c060b5e1,lepidoptera,arthropoda,"[""a8a21f60-ce05-4abc-b17a-a81f8d0c15d0\\1726198"", ""a8a21f60-ce05-4abc-b17a-a81f8d0c15d0\\d6852fd0-3f66-4b48-bb4d-d648c060b5e1""]",,a8a21f60-ce05-4abc-b17a-a81f8d0c15d0,pieris rapae,rapae,151,virginia,1920496,accepted,species,,a33c9df9-eb6c-434c-a77e-5deb50689f2b,1962-5-31,,,
213cc5d3-ca99-4a99-abb8-c5a0bd1f1cfa,,,preservedspecimen,,pieris rapae,vtec000002137,insecta,vtec,cbb0e637-c014-4f09-99a1-37d1bbfdfb70,,a. beck,,,north america,475,united states,usa,montgomery,7ddf754f-d193-4cc9-b351-99906754a03b,1977-10-11T00:00:00+00:00,2021-01-01T08:03:43.856039+00:00,0.2463768115942029,,,,,,aebbc5514b2a5ee03cb6b9c249dabcb353684275,1977-10-11,pieridae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_originalnameusageid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""taxon_match_failed""]",,pieris,,"{""lat"": 37.278871, ""lon"": -80.473979}",,true,true,,,1,,vpi,,,animalia,,,,,,,poverty hollow,,,,"[""788d0fb3-a3be-4d83-bd40-ab1cbf761a8d""]",,,,,029b5aaa-75da-41e5-a456-cb2b2599a74c,lepidoptera,arthropoda,"[""4f436daa-01d5-4be6-b5c3-fdd255677536\\029b5aaa-75da-41e5-a456-cb2b2599a74c"", ""urn:uuid:029b5aaa-75da-41e5-a456-cb2b2599a74c"", ""4f436daa-01d5-4be6-b5c3-fdd255677536\\31466003""]",,4f436daa-01d5-4be6-b5c3-fdd255677536,pieris rapae,rapae,284,virginia,1920496,accepted,species,,213cc5d3-ca99-4a99-abb8-c5a0bd1f1cfa,,,,
70f7aefd-3c48-46a4-93c5-4aa88ef98341,,,preservedspecimen,,pieris rapae,vtec000002163,insecta,vtec,cbb0e637-c014-4f09-99a1-37d1bbfdfb70,,g. b. straley,,,north america,3036,united states,usa,giles,7ddf754f-d193-4cc9-b351-99906754a03b,1967-03-29T00:00:00+00:00,2021-01-01T08:03:43.856039+00:00,0.2463768115942029,,,,,,0a70b0a21012255e72d5c3923b1022c4acc86d8d,1967-03-29,pieridae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_originalnameusageid_added"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""taxon_match_failed""]",,pieris,,"{""lat"": 37.287347, ""lon"": -80.618674}",,true,true,,,1,,vpi,,,animalia,,,,,,,eggleston,,,,"[""46a611fc-4083-4543-9c90-6f8eef16bcd6""]",,,,,19828d1a-c650-41bc-88bf-302ae0d8f68f,lepidoptera,arthropoda,"[""4f436daa-01d5-4be6-b5c3-fdd255677536\\31474148"", ""urn:uuid:19828d1a-c650-41bc-88bf-302ae0d8f68f"", ""4f436daa-01d5-4be6-b5c3-fdd255677536\\19828d1a-c650-41bc-88bf-302ae0d8f68f""]",,4f436daa-01d5-4be6-b5c3-fdd255677536,pieris rapae,rapae,88,virginia,1920496,accepted,species,,70f7aefd-3c48-46a4-93c5-4aa88ef98341,,,,
