gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4994010054	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/454929605/original.jpeg	https://www.inaturalist.org/photos/454929605					2024-12-01T04:03:57Z	Norbert Kondla		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Norbert Kondla
4994005712	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/453051103/original.jpeg	https://www.inaturalist.org/photos/453051103					2024-11-23T15:42:03Z	Norbert Kondla		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Norbert Kondla
4993954096	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430897515/original.jpeg	https://www.inaturalist.org/photos/430897515					2024-08-22T22:39:50Z	Jeremy Collison		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jeremy Collison
4993954096	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430897527/original.jpeg	https://www.inaturalist.org/photos/430897527					2024-08-22T22:40:12Z	Jeremy Collison		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jeremy Collison
4993954096	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/430897503/original.jpeg	https://www.inaturalist.org/photos/430897503					2024-08-22T22:39:49Z	Jeremy Collison		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jeremy Collison
4993932325	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/455964924/original.jpeg	https://www.inaturalist.org/photos/455964924					2024-08-08T21:10:14Z	allan5519		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	allan5519
4993932325	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/455966876/original.jpeg	https://www.inaturalist.org/photos/455966876					2024-08-08T21:11:08Z	allan5519		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	allan5519
4993932325	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/455966826/original.jpeg	https://www.inaturalist.org/photos/455966826					2024-08-08T21:11:02Z	allan5519		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	allan5519
4993892268	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/454471044/original.jpeg	https://www.inaturalist.org/photos/454471044					2016-06-04T21:49:25Z	Steve Ansell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Steve Ansell
4993869239	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/453050880/original.jpeg	https://www.inaturalist.org/photos/453050880					2024-11-23T15:41:29Z	Norbert Kondla		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Norbert Kondla
4993863984	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/453050477/original.jpeg	https://www.inaturalist.org/photos/453050477					2024-11-23T15:40:59Z	Norbert Kondla		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Norbert Kondla
4993787781	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/454599511/original.jpg	https://www.inaturalist.org/photos/454599511					2022-09-21T04:57:00Z	gordgadsden		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	gordgadsden
4987847633	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417361935/original.jpeg	https://www.inaturalist.org/photos/417361935					2024-08-09T16:01:45Z	jmklodzen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jmklodzen
4987813690	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/452924294/original.jpeg	https://www.inaturalist.org/photos/452924294					2024-11-23T01:00:44Z	Norbert Kondla		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Norbert Kondla
4987797948	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/453046648/original.jpeg	https://www.inaturalist.org/photos/453046648					2024-11-23T15:33:25Z	Norbert Kondla		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Norbert Kondla
4987529004	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/450705748/original.jpeg	https://www.inaturalist.org/photos/450705748					2024-08-25T21:44:28Z	jrossmunro		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jrossmunro
4987388343	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/453046794/original.jpeg	https://www.inaturalist.org/photos/453046794					2024-11-23T15:33:56Z	Norbert Kondla		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Norbert Kondla
4987385035	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/453046513/original.jpeg	https://www.inaturalist.org/photos/453046513					2024-11-23T15:32:57Z	Norbert Kondla		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Norbert Kondla
4983472306	StillImage	image/jpeg	https://www.e-butterfly.org/attachments/observations/med/556792CB-A036-05CF-6A12-471A299BC7A3.JPG											
4983472306	StillImage	image/jpeg	https://www.e-butterfly.org/attachments/observations/med/C33BBF54-3783-438E-ECF2-408CFDADDFB6.JPG											
4982370715	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/448406238/original.jpeg	https://www.inaturalist.org/photos/448406238					2015-03-27T17:19:45Z	tgroo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tgroo
4982370715	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/448406224/original.jpeg	https://www.inaturalist.org/photos/448406224					2015-03-27T17:19:45Z	tgroo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tgroo
